EG1	Gene name2	b-name3	Protein description4	Mol. weight [Da]5	Protein length (amino acids)6	Oi7	Index8	FPER9	pi10	ni11	Relative APEX12	APEX copies/cell13	Index	FPER	pi	ni	Relative APEX	APEX copies/cell 	Average APEX copies/cell	Average APEX cost in ATP	Average total number of redundant MS/MS scans	CV	ID14	Peptides (seq)15	Sequence coverage [%]16	PEP17	Intensity18	iBAQ, fmol/ml19	iBAQ copies/cell20	ID	Peptides (seq)	Sequence coverage [%]	PEP	Intensity	iBAQ, fmol/ml	iBAQ copies/cell	Average iBAQ copies/cell	Average iBAQ cost in ATP	Average of sequenced peptides	CV	Query21	Score22	Matches23	Sequences24	emPAI25	Relative emPAI26	emPAI copies/cell27	Query	Score	Matches	Sequences	emPAI	Relative emPAI	emPAI copies/cell	Average emPAI copies/cell	Average emPAI cost in ATP	Average of sequenced peptides	CV 	COG assignment28	COG class29	Arg count30	Lys count31	Pro count32	Theoretical peptide count33	CAI 0.5% cut-off34	kcat35, s-1	Main metabolic network36
eg11798	hofc	b0106	protein transport protein hofc	44432.676	400	10.91938889																																																					cog1459;type ii secretory pathway, component pulf	[NU]	17	14	16	28	0.21733451		
eg12106	hofb	b0107	protein involved in plasmid replication	50597.528	461	23.08207143																																																					cog2804;type ii secretory pathway, atpase pule/tfp pilus assembly pathway, atpase pilb	[NU]	29	9	27	33	0.232733377		
eg12107	ppdd	b0108	prepilin peptidase dependent protein	15603.798	146	3.39																																																					cog4969;tfp pilus assembly protein, major pilin pila	[NU]	6	3	5	8	0.248094035		
eg10041	ampd	b0110	1,6-anhydro-n-acetylmuramyl-l-alanine amidase, zn-dependent            	20518.214	183	9.537142857																																																					cog3023;negative regulator of beta-lactamase expression	[V]	13	4	14	11	0.272670484		
eg10042	ampe	b0111	ampicillin resistance             	32104.049	284	13.85990476																																																					cog3725;membrane protein required for beta-lactamase induction	[V]	18	8	9	23	0.240938796		
eg11088	pdhr	b0113	pyruvate dehydrogenase operon (pdhr-aceef-lpd) repressor          	29407.538	254	10.32716667																								43	1	9.1	0.0011774	973480	1122.96	83	83	90040	1																				cog2186;transcriptional regulators	[K]	28	8	10	23	0.271370252		
eg12315	yach	b0117	putative membrane protein	69344.104	617	28.79004762																																																							48	19	45	47	0.244507379		
eg12605	yacl	b0119	function unknown             	13923.581	120	5.35																																																					cog3112;uncharacterized protein conserved in bacteria	[S]	6	4	0	9	0.310035032		
eg10962	sped	b0120	s-adenosylmethionine decarboxylase, spermidine biosynthesis           	30366.7	264	13.05																																																					cog1586;s-adenosylmethionine decarboxylase	[E]	10	16	11	22	0.346856455		
eg11089	yacc	b0122	expressed protein, function unknown           	12835.751	115	5.504666667																																																							5	7	2	8	0.267903924		
eg12321	yadh	b0128	yadg/yadh abc transporter	28498.223	256	3.707777778																																																					cog0842;abc-type multidrug transport system, permease component	[V]	9	4	12	13	0.28419461		
eg12322	yadi	b0129	agax	16522.132	146	10.22																																																					cog2893;phosphotransferase system, mannose/fructose-specific component iia	[G]	9	5	6	13	0.23673542		
eg11749	yade	b0130	predicted polysaccharide deacetylase lipoprotein	46297.144	409	25.53633333																																																					cog0726;predicted xylanase/chitin deacetylase	[G]	28	22	19	36	0.238818506		
eg11748	yadd	b0132	predicted transposase	34588.89	300	14.44366667																																																							17	11	14	23	0.225277481		
eg11678	yadc	b0135	predicted fimbrial-like adhesin protein	44881.193	412	13.22																																																					cog3539;p pilus assembly protein, pilin fima	[NU]	7	19	20	23	0.203323555		
eg12325	yadk	b0136	predicted fimbrial-like adhesin protein	21094.064	198	4.88																																																							6	7	6	12	0.202516196		
eg12326	yadl	b0137	hypothetical protein	21028.974	201	6.417166667																																																							3	15	5	12	0.225131367		
eg12327	yadm	b0138	predicted fimbrial-like adhesin protein	20289.052	189	10.23																																																							5	13	8	15	0.194086354		
eg11972	htre	b0139	putative outer membrane usher protein	95449.379	865	36.27711905																																																					cog3188;p pilus assembly protein, porin papc	[NU]	34	29	29	55	0.245735347		
eg11973	ecpd	b0140	probable pilin chaperone similar to papd	27035.899	246	14.28017316																																																					cog3121;p pilus assembly protein, chaperone papd	[NU]	11	18	16	23	0.235352416		
eg12328	yadn	b0141	predicted fimbrial-like adhesin protein	20099.639	194	9.43547619																																																					cog3539;p pilus assembly protein, pilin fima	[NU]	2	13	5	14	0.37584206		
eg11374	folk	b0142	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase	18060.826	159	6.56																																																					cog0801;7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	[H]	10	5	12	13	0.260078797		
eg10690	pcnb	b0143	poly(a) polymerase             	53835.005	465	38.26421429																																																					cog0617;trna nucleotidyltransferase/poly(a) polymerase	[J]	54	22	25	57	0.356731672		
eg11362	yadb	b0144	glutamyl-queuosine trna(asp) synthase            	34849.631	308	17.62666667																																																					cog0008;glutamyl- and glutaminyl-trna synthetases	[J]	22	7	18	25	0.260893465		
eg10949	sfsa	b0146	predicted dna-binding transcriptional regulator of maltose metabolism	26210.831	234	14.23171429																																																					cog1489;dna-binding protein, stimulates sugar fermentation	[R]	15	12	10	21	0.240357152		
eg12330	ligt	b0147	2'-5' rna ligase            	19915.972	176	10.35305556																																																							18	3	14	14	0.225790838		
eg12329	hrpb	b0148	predicted atp-dependent helicase	89098.04	809	48.11111905																																																					cog1643;hrpa-like helicases	[L]	65	24	50	71	0.246557562		
eg10302	fhua	b0150	outer membrane transporter for ferrichrome-iron	82164.263	747	45.1462619																																																					cog1629;outer membrane receptor proteins, mostly fe transport	[P]	33	40	37	62	0.358612646		
eg10304	fhuc	b0151	ferrichrome uptake system	28868.512	265	13.61547619																																																					cog1120;abc-type cobalamin/fe3+-siderophores transport systems, atpase components	[PH]	18	7	17	22	0.292980947		
eg10305	fhud	b0152	ferrichrome uptake system	32980.441	296	10.16666667																																																					cog0614;abc-type fe3+-hydroxamate transport system, periplasmic component	[P]	19	8	22	21	0.262287797		
eg10303	fhub	b0153	ferrichrome uptake system	70373.286	660	11.74328571																																																					cog0609;abc-type fe3+-siderophore transport system, permease component	[P]	35	5	32	32	0.245387896		
eg12331	clca	b0155	clca chloride/proton antiporter	50330.902	473	16.1346746																																																					cog0038;chloride channel protein eric	[P]	23	13	21	26	0.253261587		
eg12333	yads	b0157	conserved inner membrane protein	22109.757	207	5.955																																																					cog2860;predicted membrane protein	[S]	11	5	10	14	0.248394102		
eg12334	btuf	b0158	b12 uptake, abc transporter periplasmic binding protein        	29.367	266	16.78933333																																																					cog0614;abc-type fe3+-hydroxamate transport system, periplasmic component	[P]	12	14	21	22	0.249971617		
eg10225	dgt	b0160	deoxyguanosinetriphosphate triphosphohydrolase	59365.036	505	33.1543373																																																					cog0232;dgtp triphosphohydrolase	[F]	46	23	21	44	0.245008171		
eg12335	cdar	b0162	cdar dna-binding transcriptional activator	43669.48	385	27.08083333																																																							38	9	11	34	0.235908703		
eg12337	yaei	b0164	phosphodiesterase	29845.487	270	11.18866667																																																					cog1408;predicted phosphohydrolases	[R]	16	8	18	17	0.242014782		
eg12715	dxr	b0173	1-deoxy-d-xylulose 5-phosphate reductoisomerase	43370.177	398	19.4297381																																																					cog0743;1-deoxy-d-xylulose 5-phosphate reductoisomerase	[I]	21	15	18	33	0.273932131		
eg13329	ispu	b0174	undecaprenyl pyrophosphate synthase            	28394.151	253	11.594																																																					cog0020;undecaprenyl pyrophosphate synthase	[I]	20	9	7	21	0.225908588		
eg10139	cdsa	b0175	cdp-diglyceride synthetase	31435.858	285	4.511666667																																																					cog0575;cdp-diglyceride synthetase	[I]	10	9	12	17	0.21821969		
eg12436	rsep	b0176	rsep zinc protease	49053.444	450	25.37164286																																																					cog0750;predicted membrane-associated zn-dependent proteases 1	[M]	23	22	29	39	0.238374933		
eg10861	rnhb	b0183	rnase hii,  degrades rna of dna-rna hybrids	21508.057	198	12.85233333																																																					cog0164;ribonuclease hii	[L]	12	11	13	17	0.315649387		
eg10238	dnae	b0184	dna polymerase iii, alpha subunit          	129886.928	1160	74.62661111																																																					cog0587;dna polymerase iii, alpha subunit	[L]	78	58	54	102	0.319016944		
eg13219	ldcc	b0186	lysine decarboxylase 2	80572.513	713	30.66253175																																																					cog1982;arginine/lysine/ornithine decarboxylases	[E]	32	32	40	52	0.274096125		
eg13223	yaeq	b0190	multi-copy suppressor of e. coli rfah anti-termination defect responsible for reduced hlycabd expression  	20858.719	181	12.08180952																																																					cog4681;uncharacterized protein conserved in bacteria	[S]	11	8	4	17	0.288536667		
eg12354	yaej	b0191	peptidyl-trna hydrolase, ribosome rescue factor	15605.094	140	10.8045																																																					cog1186;protein chain release factor b	[J]	17	11	4	20	0.222855653		
eg12137	nlpe	b0192	lipoprotein activating cpx in response to adhesion        	25826.355	236	12.09																																																					cog3015;uncharacterized lipoprotein nlpe involved in copper resistance	[MP]	11	12	13	19	0.270935509		
eg12138	yaef	b0193	predicted lipoprotein	29894.425	274	11.93289286																																																							9	19	14	21	0.240251735		
eg11502	rcsf	b0196	lipoprotein that signals increased capsule synthesis         	14145.528	134	5.86																																																							8	8	14	10	0.259921113		
eg11737	meti	b0198	abc transporter permease, l,d-methionine uptake          	23238.13	217	4.7675																																																					cog2011;abc-type metal ion transport system, permease component	[P]	11	3	11	11	0.320422272		
eg11736	gmhb	b0200	heptose 1,7-bisphosphate phosphatase            	21244.241	191	6.978571429																																																					cog0241;histidinol phosphatase and related phosphatases	[E]	8	11	9	14	0.303627591		
eg11649	yafc	b0208	putative transcriptional regulator lysr-type (yafc) {escherichia coli k12-mg1655}                                                         	33757.893	304	19.95833333																	82	1	5.6	0.02052	1279000	522.36	35	83	1	5.6	0.0094531	369060	286.7866667	21	28	36441	1	35%																			cog0583;transcriptional regulator	[K]	24	14	13	29	0.201446898		
eg11650	yafd	b0209	function unknown             	29941.663	266	12.33133333																																																					cog3021;uncharacterized protein conserved in bacteria	[S]	23	8	21	21	0.230718363		
eg11651	yafe	b0210	predicted s-adenosylmethionine-dependent methyltransferase	22973.137	207	9.34																																																					cog0500;sam-dependent methyltransferases	[QR]	14	4	8	16	0.230351974		
eg10246	mltd	b0211	mltd membrane-bound lytic murein transglycosylase d	49399.577	452	29.95380952																																																					cog0741;soluble lytic murein transglycosylase and related regulatory proteins (some contain lysm/invasin domains)	[M]	27	34	18	44	0.269804873		
eg13331	yafs	b0213	predicted s-adenosyl-l-methionine-dependent methyltransferase	27226.267	240	11.73966667																																																					cog0500;sam-dependent methyltransferases	[QR]	17	15	19	24	0.207929956		
eg10860	rnha	b0214	rnase hi             	17579.019	155	10.34458333																																																					cog0328;ribonuclease hi	[L]	10	11	5	16	0.31537616		
eg10243	dnaq	b0215	dna polymerase iii epsilon subunit          	27081.014	243	11.30948268																																																					cog0847;dna polymerase iii, epsilon subunit and related 3'-5' exonucleases	[L]	15	12	5	19	0.259304366		
eg13332	yaft	b0217	predicted aminopeptidase	29587.725	261	17.70314286																																																							8	25	10	25	0.266452656		
eg13334	yafv	b0219	amidase/nitrilase superfamily, function unknown           	28874.889	256	16.72714286																																																					cog0388;predicted amidohydrolase	[R]	20	5	11	24	0.255521275		
eg13147	yafj	b0223	putative amidotransferase, function unknown           	28617.674	255	15.09216667																																																					cog0121;predicted glutamine amidotransferase	[R]	15	11	14	24	0.278549715		
eg13148	yafk	b0224	conserved protein	28003.204	246	11.20214286																																																					cog3034;uncharacterized protein conserved in bacteria	[S]	10	19	15	20	0.309052546		
eg13154	yafq	b0225	toxin of the yafq-dinj toxin-antitoxin system	10828.61	92	8.101																																																					cog3041;uncharacterized protein conserved in bacteria	[S]	5	10	4	13	0.221184413		
eg13142	dinj	b0226	antitoxin of yafq-dinj toxin-antitoxin system	9387.819	86	9.49																																																					cog3077;dna-damage-inducible protein j	[L]	5	7	2	10	0.25243438		
eg13150	yafm	b0228	conserved protein	20023.852	165	11.33177778																																																					cog1943;transposase and inactivated derivatives	[L]	16	9	7	18	0.203272755		
eg13141	dinb	b0231	dna polymerase iv (y-family dna polymerase; translesion dna synthesis)	39498.063	351	22.86657143																																																					cog0389;nucleotidyltransferase/dna polymerase involved in dna repair	[L]	32	20	17	39	0.272853027		
eg13151	yafn	b0232	relb antitoxin homolog, function unknown          	11215.78	97	5.52																																																					cog2161;antitoxin of toxin-antitoxin stability system	[D]	8	7	5	10	0.215026088		
eg13152	yafo	b0233	ribosome-dependent mrna interferase, toxin of the yafo-yafn toxin-antitoxin system	15469.877	132	7.556904762																																																							10	8	7	14	0.232431068		
eg13153	yafp	b0234	predicted acyltransferase with acyl-coa n-acyltransferase domain	17537.158	150	6.8575																																																					cog0454;histone acetyltransferase hpa2 and related acetyltransferases	[KR]	10	8	7	13	0.239567955		
eg10729	phoe	b0241	outer membrane pore protein e	38903.974	351	20.37484127																																																					cog3203;outer membrane protein (porin)	[M]	12	25	3	27	0.318808006		
eg14333	ykfi	b0245	toxin of the ykfi-yafw toxin-antitoxin pair	12887.029	113	7.661666667																																																							10	5	5	11	0.212742309		
eg13335	yafw	b0246	antitoxin of the ykfi-yafw toxin-antitoxin pair	11921.611	105	3.684642857																																																							8	2	4	9	0.292490625		
