#Table S1. Protein copies per cell		
oln	SP_id	description	copies per cell
ENST00000272091	Q6IQ49	UPF0667 protein C1orf55 OS=Homo sapiens GN=C1orf55 PE=1 SV=1	2.04E+03
ENST00000255486	Q9Y3M8	StAR-related lipid transfer protein 13 OS=Homo sapiens GN=STARD13 PE=1 SV=2	2.04E+03
ENST00000336854	Q9BSB4	Autophagy-related protein 101 OS=Homo sapiens GN=ATG101 PE=1 SV=1	2.04E+03
ENST00000518721	Q9ULH1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ASAP1 PE=1 SV=3	2.04E+03
ENST00000442898	A8K0Z3	WAS protein family homolog 1 OS=Homo sapiens GN=WASH1 PE=1 SV=1	2.04E+03
ENST00000222567	Q3B726	DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens GN=TWISTNB PE=1 SV=1	2.04E+03
ENST00000390658	Q8N6I1	EP300-interacting inhibitor of differentiation 2 OS=Homo sapiens GN=EID2 PE=1 SV=3	2.03E+03
ENST00000497424	Q9BZ23	Pantothenate kinase 2, mitochondrial OS=Homo sapiens GN=PANK2 PE=1 SV=3	2.03E+03
ENST00000356239	Q99996	A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9 PE=1 SV=3	2.03E+03
ENST00000552285	Q13438	Protein OS-9 OS=Homo sapiens GN=OS9 PE=1 SV=1	2.03E+03
ENST00000556210	P39880	Homeobox protein cut-like 1 OS=Homo sapiens GN=CUX1 PE=1 SV=2	2.03E+03
ENST00000226760	O76024	Wolframin OS=Homo sapiens GN=WFS1 PE=1 SV=1	2.02E+03
ENST00000457836	P12694	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens GN=BCKDHA PE=1 SV=2	2.02E+03
ENST00000359655	Q8IYB8	ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens GN=SUPV3L1 PE=1 SV=1	2.02E+03
ENST00000431877	P28290	Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=3	2.02E+03
ENST00000409897	P23497	Nuclear autoantigen Sp-100 OS=Homo sapiens GN=SP100 PE=1 SV=3	2.02E+03
ENST00000370828	O75487	Glypican-4 OS=Homo sapiens GN=GPC4 PE=1 SV=4	2.02E+03
ENST00000316509	P63027	Vesicle-associated membrane protein 2 OS=Homo sapiens GN=VAMP2 PE=1 SV=2	2.02E+03
ENST00000242209	O95302	FK506-binding protein 9 OS=Homo sapiens GN=FKBP9 PE=1 SV=2	2.02E+03
ENST00000294401	Q9NVH1	DnaJ homolog subfamily C member 11 OS=Homo sapiens GN=DNAJC11 PE=1 SV=2	2.01E+03
ENST00000497558	Q8IXQ4	Uncharacterized protein KIAA1704 OS=Homo sapiens GN=KIAA1704 PE=1 SV=1	2.01E+03
ENST00000507488	P98194	Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 PE=1 SV=3	2.01E+03
ENST00000399332	Q9ULT8	E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=2	2.01E+03
ENST00000316939	Q8TAE8	Growth arrest and DNA-damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1	2.01E+03
ENST00000355468	Q92791	Synaptonemal complex protein SC65 OS=Homo sapiens GN=SC65 PE=1 SV=1	2.01E+03
ENST00000392668	P14921	Protein C-ets-1 OS=Homo sapiens GN=ETS1 PE=1 SV=1	2.01E+03
ENST00000342085	O15530	3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 PE=1 SV=1	2.01E+03
ENST00000260970	Q13427	Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens GN=PPIG PE=1 SV=2	2.01E+03
ENST00000403050	O94880	PHD finger protein 14 OS=Homo sapiens GN=PHF14 PE=1 SV=2	2.01E+03
ENST00000454658	Q9NP50	Protein FAM60A OS=Homo sapiens GN=FAM60A PE=1 SV=1	2.01E+03
ENST00000508447	Q9BVS4	Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2 PE=1 SV=2	2.00E+03
ENST00000543473	Q9H7L9	Sin3 histone deacetylase corepressor complex component SDS3 OS=Homo sapiens GN=SUDS3 PE=1 SV=2	2.00E+03
ENST00000377047	Q9Y625	Glypican-6 OS=Homo sapiens GN=GPC6 PE=2 SV=1	2.00E+03
ENST00000430046	Q0JRZ9	FCH domain only protein 2 OS=Homo sapiens GN=FCHO2 PE=1 SV=2	1.99E+03
ENST00000377386	O43493	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens GN=TGOLN2 PE=1 SV=2	1.99E+03
ENST00000262288	Q9HB40	Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1	1.99E+03
ENST00000336273	Q86UE4	Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2	1.99E+03
ENST00000569874	Q9ULP9	TBC1 domain family member 24 OS=Homo sapiens GN=TBC1D24 PE=1 SV=2	1.98E+03
ENST00000273968	Q96I23	Protein preY, mitochondrial OS=Homo sapiens GN=PREY PE=1 SV=1	1.98E+03
ENST00000291842	Q8TBC3	SH3KBP1-binding protein 1 OS=Homo sapiens GN=SHKBP1 PE=1 SV=2	1.98E+03
ENST00000442123	Q8WUJ0	Serine/threonine/tyrosine-interacting protein OS=Homo sapiens GN=STYX PE=1 SV=1	1.98E+03
ENST00000366711	Q5T440	Putative transferase C1orf69, mitochondrial OS=Homo sapiens GN=C1orf69 PE=1 SV=1	1.98E+03
ENST00000381535	O43759	Synaptogyrin-1 OS=Homo sapiens GN=SYNGR1 PE=1 SV=2	1.97E+03
ENST00000592280	Q96BX8	Mps one binder kinase activator-like 2A OS=Homo sapiens GN=MOBKL2A PE=1 SV=1	1.97E+03
ENST00000374786	Q9P121	Neurotrimin OS=Homo sapiens GN=NTM PE=1 SV=1	1.97E+03
ENST00000425032	P40818	Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens GN=USP8 PE=1 SV=1	1.97E+03
ENST00000610513	Q9UMZ2	Synergin gamma OS=Homo sapiens GN=SYNRG PE=1 SV=2	1.97E+03
ENST00000338635	Q13426	DNA repair protein XRCC4 OS=Homo sapiens GN=XRCC4 PE=1 SV=2	1.97E+03
ENST00000341119	Q8TBP6	Solute carrier family 25 member 40 OS=Homo sapiens GN=SLC25A40 PE=2 SV=1	1.97E+03
ENST00000378887	A6NFY7	Succinate dehydrogenase assembly factor 1, mitochondrial OS=Homo sapiens GN=SDHAF1 PE=1 SV=1	1.97E+03
ENST00000327237	Q96GQ5	UPF0420 protein C16orf58 OS=Homo sapiens GN=C16orf58 PE=1 SV=2	1.96E+03
ENST00000554789	Q9BU02	Thiamine-triphosphatase OS=Homo sapiens GN=THTPA PE=1 SV=3	1.96E+03
ENST00000262043	Q92576	PHD finger protein 3 OS=Homo sapiens GN=PHF3 PE=1 SV=3	1.96E+03
ENST00000432096	Q9NRH1	Uncharacterized protein C7orf36 OS=Homo sapiens GN=C7orf36 PE=1 SV=1	1.96E+03
ENST00000245551	A9UHW6	MIF4G domain-containing protein OS=Homo sapiens GN=MIF4GD PE=1 SV=1	1.96E+03
ENST00000263092	Q86W50	Putative methyltransferase METT10D OS=Homo sapiens GN=METT10D PE=1 SV=2	1.96E+03
ENST00000228843	Q96B01	RAD51-associated protein 1 OS=Homo sapiens GN=RAD51AP1 PE=1 SV=1	1.96E+03
ENST00000435029	Q2VIQ3	Chromosome-associated kinesin KIF4B OS=Homo sapiens GN=KIF4B PE=1 SV=2	1.95E+03
ENST00000310447	P42575	Caspase-2 OS=Homo sapiens GN=CASP2 PE=1 SV=2	1.95E+03
ENST00000355991	Q9BZ67	FERM domain-containing protein 8 OS=Homo sapiens GN=FRMD8 PE=1 SV=1	1.94E+03
ENST00000541015	Q9BXK1	Krueppel-like factor 16 OS=Homo sapiens GN=KLF16 PE=1 SV=1	1.94E+03
ENST00000261716	Q7L7X3	Serine/threonine-protein kinase TAO1 OS=Homo sapiens GN=TAOK1 PE=1 SV=1	1.94E+03
ENST00000552960	Q8WUI4	Histone deacetylase 7 OS=Homo sapiens GN=HDAC7 PE=1 SV=2	1.94E+03
ENST00000399107	O15318	DNA-directed RNA polymerase III subunit RPC7 OS=Homo sapiens GN=POLR3G PE=1 SV=2	1.93E+03
ENST00000285667	P48723	Heat shock 70 kDa protein 13 OS=Homo sapiens GN=HSPA13 PE=1 SV=1	1.93E+03
ENST00000555028	Q52LA3	Protein lin-52 homolog OS=Homo sapiens GN=LIN52 PE=1 SV=1	1.92E+03
ENST00000536133	Q9H5V9	UPF0428 protein CXorf56 OS=Homo sapiens GN=CXorf56 PE=1 SV=1	1.92E+03
ENST00000299413	Q96DX7	Tripartite motif-containing protein 44 OS=Homo sapiens GN=TRIM44 PE=1 SV=1	1.92E+03
ENST00000282541	Q8N335	Glycerol-3-phosphate dehydrogenase 1-like protein OS=Homo sapiens GN=GPD1L PE=1 SV=1	1.92E+03
ENST00000621748	Q969E2	Secretory carrier-associated membrane protein 4 OS=Homo sapiens GN=SCAMP4 PE=2 SV=1	1.91E+03
ENST00000310974	Q2PZI1	Protein dpy-19 homolog 1 OS=Homo sapiens GN=DPY19L1 PE=2 SV=1	1.91E+03
ENST00000399069	Q9UIC8	Leucine carboxyl methyltransferase 1 OS=Homo sapiens GN=LCMT1 PE=1 SV=2	1.91E+03
ENST00000370282	Q9Y3A6	Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens GN=TMED5 PE=1 SV=1	1.91E+03
ENST00000257700	Q6NUQ1	RAD50-interacting protein 1 OS=Homo sapiens GN=RINT1 PE=1 SV=1	1.91E+03
ENST00000265277	Q9UQ13	Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2 PE=1 SV=2	1.90E+03
ENST00000262940	O43374	Ras GTPase-activating protein 4 OS=Homo sapiens GN=RASA4 PE=2 SV=2	1.90E+03
ENST00000373225	Q05932	Folylpolyglutamate synthase, mitochondrial OS=Homo sapiens GN=FPGS PE=1 SV=3	1.90E+03
ENST00000534546	O14681	Etoposide-induced protein 2.4 homolog OS=Homo sapiens GN=EI24 PE=1 SV=4	1.90E+03
ENST00000512453	Q16566	Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens GN=CAMK4 PE=1 SV=1	1.90E+03
ENST00000246024	Q9H1E5	Thioredoxin-related transmembrane protein 4 OS=Homo sapiens GN=TMX4 PE=1 SV=1	1.90E+03
ENST00000330452	Q05655	Protein kinase C delta type OS=Homo sapiens GN=PRKCD PE=1 SV=2	1.89E+03
ENST00000301464	P24592	Insulin-like growth factor-binding protein 6 OS=Homo sapiens GN=IGFBP6 PE=1 SV=1	1.89E+03
ENST00000319670	Q6ZSZ5	Rho guanine nucleotide exchange factor 18 OS=Homo sapiens GN=ARHGEF18 PE=1 SV=2	1.89E+03
ENST00000586659	Q63ZY3	KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens GN=KANK2 PE=1 SV=1	1.88E+03
ENST00000255305	Q9C0E2	Exportin-4 OS=Homo sapiens GN=XPO4 PE=1 SV=2	1.88E+03
ENST00000361580	Q92845	Kinesin-associated protein 3 OS=Homo sapiens GN=KIFAP3 PE=1 SV=2	1.88E+03
ENST00000290178	Q9Y5B6	GC-rich sequence DNA-binding factor homolog OS=Homo sapiens GN=GCFC PE=1 SV=2	1.88E+03
ENST00000534548	P42695	Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2	1.88E+03
ENST00000369505	P23610	Factor VIII intron 22 protein OS=Homo sapiens GN=F8A1 PE=1 SV=2	1.87E+03
ENST00000297157	Q8TA86	Retinitis pigmentosa 9 protein OS=Homo sapiens GN=RP9 PE=1 SV=2	1.87E+03
ENST00000257013	A6ZKI3	Protein FAM127A OS=Homo sapiens GN=FAM127A PE=1 SV=1, Protein FAM127C OS=Homo sapiens GN=FAM127C PE=1 SV=1	1.87E+03
ENST00000304267	Q9H9S3	Protein transport protein Sec61 subunit alpha isoform 2 OS=Homo sapiens GN=SEC61A2 PE=2 SV=3	1.87E+03
ENST00000371442	O15541	RING finger protein 113A OS=Homo sapiens GN=RNF113A PE=1 SV=1	1.87E+03
ENST00000589852	Q9Y421	Protein FAM32A OS=Homo sapiens GN=FAM32A PE=1 SV=2	1.87E+03
ENST00000644371	Q8WTS1	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Homo sapiens GN=ABHD5 PE=1 SV=1	1.87E+03
ENST00000379299	Q96A57	UPF0414 transmembrane protein C20orf30 OS=Homo sapiens GN=C20orf30 PE=1 SV=1	1.87E+03
ENST00000262120	Q9GZX9	Twisted gastrulation protein homolog 1 OS=Homo sapiens GN=TWSG1 PE=2 SV=1	1.87E+03
ENST00000543133	Q9BXK5	Bcl-2-like protein 13 OS=Homo sapiens GN=BCL2L13 PE=1 SV=1	1.86E+03
ENST00000266987	Q15633	RISC-loading complex subunit TARBP2 OS=Homo sapiens GN=TARBP2 PE=1 SV=3	1.86E+03
ENST00000469838	P52756	RNA-binding protein 5 OS=Homo sapiens GN=RBM5 PE=1 SV=2	1.85E+03
ENST00000262776	Q08380	Galectin-3-binding protein OS=Homo sapiens GN=LGALS3BP PE=1 SV=1	1.85E+03
ENST00000374561	Q02535	DNA-binding protein inhibitor ID-3 OS=Homo sapiens GN=ID3 PE=1 SV=1	1.85E+03
ENST00000318622	Q6NTF9	Rhomboid domain-containing protein 2 OS=Homo sapiens GN=RHBDD2 PE=2 SV=2	1.85E+03
ENST00000359276	Q9NRF8	CTP synthase 2 OS=Homo sapiens GN=CTPS2 PE=1 SV=1	1.84E+03
ENST00000305123	P35568	Insulin receptor substrate 1 OS=Homo sapiens GN=IRS1 PE=1 SV=1	1.84E+03
ENST00000284767	Q53GG5	PDZ and LIM domain protein 3 OS=Homo sapiens GN=PDLIM3 PE=2 SV=1	1.84E+03
ENST00000495186	Q15125	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Homo sapiens GN=EBP PE=1 SV=3	1.84E+03
ENST00000558373	Q05D32	CTD small phosphatase-like protein 2 OS=Homo sapiens GN=CTDSPL2 PE=1 SV=2	1.84E+03
ENST00000367166	Q8WVM0	Dimethyladenosine transferase 1, mitochondrial OS=Homo sapiens GN=TFB1M PE=1 SV=1	1.84E+03
ENST00000273375	Q5HYI8	Rab-like protein 3 OS=Homo sapiens GN=RABL3 PE=1 SV=1	1.84E+03
ENST00000368738	P06702	Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1	1.84E+03
ENST00000366927	Q5VWZ2	Lysophospholipase-like protein 1 OS=Homo sapiens GN=LYPLAL1 PE=1 SV=3	1.84E+03
ENST00000347053	Q9UP83	Conserved oligomeric Golgi complex subunit 5 OS=Homo sapiens GN=COG5 PE=1 SV=2	1.83E+03
ENST00000371589	Q9UKM7	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Homo sapiens GN=MAN1B1 PE=1 SV=2	1.83E+03
ENST00000635146	Q9UGU0	Transcription factor 20 OS=Homo sapiens GN=TCF20 PE=1 SV=3	1.83E+03
ENST00000372017	O76070	Gamma-synuclein OS=Homo sapiens GN=SNCG PE=1 SV=2	1.83E+03
ENST00000342350	Q8WVC6	Dephospho-CoA kinase domain-containing protein OS=Homo sapiens GN=DCAKD PE=1 SV=1	1.83E+03
ENST00000273962	Q8TBZ6	RNA (guanine-9-)-methyltransferase domain-containing protein 2 OS=Homo sapiens GN=RG9MTD2 PE=2 SV=1	1.83E+03
ENST00000260356	P07996	Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2	1.83E+03
ENST00000378572	Q99633	Pre-mRNA-splicing factor 18 OS=Homo sapiens GN=PRPF18 PE=1 SV=1	1.82E+03
ENST00000398844	O95486	Protein transport protein Sec24A OS=Homo sapiens GN=SEC24A PE=1 SV=2	1.81E+03
ENST00000308595	P25098	Beta-adrenergic receptor kinase 1 OS=Homo sapiens GN=ADRBK1 PE=1 SV=2	1.81E+03
ENST00000549115	Q8WUH1	Protein Churchill OS=Homo sapiens GN=CHURC1 PE=1 SV=1	1.81E+03
ENST00000433727	O15155	BET1 homolog OS=Homo sapiens GN=BET1 PE=1 SV=1	1.81E+03
ENST00000370654	Q9H9Y2	Ribosome production factor 1 OS=Homo sapiens GN=BXDC5 PE=1 SV=2	1.81E+03
ENST00000306108	Q9BVS5	Potential tRNA (adenine-N(1)-)-methyltransferase catalytic subunit TRMT61B OS=Homo sapiens GN=TRMT61B PE=1 SV=2	1.81E+03
ENST00000397406	O14817	Tetraspanin-4 OS=Homo sapiens GN=TSPAN4 PE=1 SV=1	1.80E+03
ENST00000460680	Q92560	Ubiquitin carboxyl-terminal hydrolase BAP1 OS=Homo sapiens GN=BAP1 PE=1 SV=2	1.79E+03
ENST00000373750	Q9H410	Kinetochore-associated protein DSN1 homolog OS=Homo sapiens GN=DSN1 PE=1 SV=2	1.79E+03
ENST00000422287	Q96HR8	H/ACA ribonucleoprotein complex non-core subunit NAF1 OS=Homo sapiens GN=NAF1 PE=1 SV=1	1.79E+03
ENST00000511320	Q96RL1	BRCA1-A complex subunit RAP80 OS=Homo sapiens GN=UIMC1 PE=1 SV=2	1.79E+03
ENST00000556618	A6NED2	RCC1 domain-containing protein 1 OS=Homo sapiens GN=RCCD1 PE=1 SV=1	1.78E+03
ENST00000374479	P04066	Tissue alpha-L-fucosidase OS=Homo sapiens GN=FUCA1 PE=1 SV=4	1.78E+03
ENST00000322342	Q8N4Q0	Zinc-binding alcohol dehydrogenase domain-containing protein 2 OS=Homo sapiens GN=ZADH2 PE=1 SV=1	1.78E+03
ENST00000295802	Q6NUM9	All-trans-retinol 13,14-reductase OS=Homo sapiens GN=RETSAT PE=2 SV=2	1.78E+03
ENST00000331373	Q9H5K3	Protein kinase-like protein SgK196 OS=Homo sapiens GN=SGK196 PE=2 SV=1	1.78E+03
ENST00000519292	Q8IV48	3'-5' exoribonuclease 1 OS=Homo sapiens GN=ERI1 PE=1 SV=3	1.78E+03
ENST00000382751	O60287	Nucleolar pre-ribosomal-associated protein 1 OS=Homo sapiens GN=URB1 PE=1 SV=4	1.78E+03
ENST00000440600	Q9NVH2	Integrator complex subunit 7 OS=Homo sapiens GN=INTS7 PE=1 SV=1	1.78E+03
ENST00000366542	Q5SW79	Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 PE=1 SV=1	1.78E+03
ENST00000316341	Q9UP95	Solute carrier family 12 member 4 OS=Homo sapiens GN=SLC12A4 PE=1 SV=2	1.77E+03
ENST00000309859	Q9UJY4	ADP-ribosylation factor-binding protein GGA2 OS=Homo sapiens GN=GGA2 PE=1 SV=3	1.77E+03
ENST00000436346	Q3V6T2	Girdin OS=Homo sapiens GN=CCDC88A PE=1 SV=2	1.77E+03
ENST00000474594	Q96HN2	Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2 PE=1 SV=1	1.77E+03
ENST00000566515	O95273	Cyclin-D1-binding protein 1 OS=Homo sapiens GN=CCNDBP1 PE=1 SV=2	1.77E+03
ENST00000406974	Q86YN1	Dolichyldiphosphatase 1 OS=Homo sapiens GN=DOLPP1 PE=1 SV=1	1.76E+03
ENST00000476907	Q9H6E5	U6 snRNA-specific terminal uridylyltransferase 1 OS=Homo sapiens GN=TUT1 PE=1 SV=2	1.76E+03
ENST00000260372	Q9NVX0	HAUS augmin-like complex subunit 2 OS=Homo sapiens GN=HAUS2 PE=1 SV=1	1.76E+03
ENST00000305560	Q9BVQ7	Spermatogenesis-associated protein 5-like protein 1 OS=Homo sapiens GN=SPATA5L1 PE=1 SV=1	1.76E+03
ENST00000373791	Q9BV79	Trans-2-enoyl-CoA reductase, mitochondrial OS=Homo sapiens GN=MECR PE=1 SV=1	1.76E+03
ENST00000323348	Q9H8Y5	Ankyrin repeat and zinc finger domain-containing protein 1 OS=Homo sapiens GN=ANKZF1 PE=1 SV=1	1.75E+03
ENST00000294724	P35573	Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3	1.75E+03
---	Q9HCF4	Protein ALO17 OS=Homo sapiens GN=KIAA1618 PE=1 SV=2	1.75E+03
ENST00000246802	Q9NZM5	Glioma tumor suppressor candidate region gene 2 protein OS=Homo sapiens GN=GLTSCR2 PE=1 SV=2	1.75E+03
ENST00000370574	Q9NWK9	Box C/D snoRNA protein 1 OS=Homo sapiens GN=ZNHIT6 PE=1 SV=1	1.75E+03
ENST00000405094	Q9BTC8	Metastasis-associated protein MTA3 OS=Homo sapiens GN=MTA3 PE=1 SV=2	1.74E+03
ENST00000619421	Q9UER7	Death domain-associated protein 6 OS=Homo sapiens GN=DAXX PE=1 SV=2	1.73E+03
ENST00000418483	Q9BPX6	Calcium-binding atopy-related autoantigen 1 OS=Homo sapiens GN=CBARA1 PE=1 SV=1	1.73E+03
ENST00000370050	Q9NV96	Cell cycle control protein 50A OS=Homo sapiens GN=TMEM30A PE=1 SV=1	1.73E+03
ENST00000451261	P0C7V8	WD repeat-containing protein 42C OS=Homo sapiens GN=WDR42C PE=2 SV=1	1.72E+03
ENST00000397763	P12110	Collagen alpha-2(VI) chain OS=Homo sapiens GN=COL6A2 PE=1 SV=4	1.72E+03
ENST00000469968	O15381	Nuclear valosin-containing protein-like OS=Homo sapiens GN=NVL PE=1 SV=1	1.72E+03
ENST00000372685	Q8IYN2	Transcription elongation factor A protein-like 8 OS=Homo sapiens GN=TCEAL8 PE=2 SV=1	1.72E+03
ENST00000013125	Q9Y4K4	Mitogen-activated protein kinase kinase kinase kinase 5 OS=Homo sapiens GN=MAP4K5 PE=1 SV=1	1.72E+03
ENST00000286317	O43513	Mediator of RNA polymerase II transcription subunit 7 OS=Homo sapiens GN=MED7 PE=1 SV=1	1.72E+03
ENST00000568107	Q9H2C0	Gigaxonin OS=Homo sapiens GN=GAN PE=1 SV=1	1.72E+03
ENST00000332180	Q2M389	UPF0681 protein KIAA1033 OS=Homo sapiens GN=KIAA1033 PE=1 SV=1	1.72E+03
ENST00000394773	Q32P44	Echinoderm microtubule-associated protein-like 3 OS=Homo sapiens GN=EML3 PE=1 SV=1	1.72E+03
ENST00000330843	Q6WKZ4	Rab11 family-interacting protein 1 OS=Homo sapiens GN=RAB11FIP1 PE=1 SV=2	1.71E+03
ENST00000531253	Q92614	Myosin-XVIIIa OS=Homo sapiens GN=MYO18A PE=1 SV=3	1.71E+03
ENST00000333775	Q9BRA0	LSM domain-containing protein 1 OS=Homo sapiens GN=LSMD1 PE=1 SV=1	1.70E+03
ENST00000396144	Q8IWW6	Rho GTPase-activating protein 12 OS=Homo sapiens GN=ARHGAP12 PE=1 SV=1	1.70E+03
ENST00000252996	O00268	Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2	1.70E+03
---	Q96MW5	Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens GN=COG8 PE=1 SV=2	1.70E+03
ENST00000366862	Q9NVF7	F-box only protein 28 OS=Homo sapiens GN=FBXO28 PE=1 SV=1	1.70E+03
ENST00000621441	O00471	Exocyst complex component 5 OS=Homo sapiens GN=EXOC5 PE=1 SV=1	1.70E+03
ENST00000300584	Q9UPU7	TBC1 domain family member 2B OS=Homo sapiens GN=TBC1D2B PE=1 SV=2	1.70E+03
ENST00000285243	Q6AI12	Ankyrin repeat domain-containing protein 40 OS=Homo sapiens GN=ANKRD40 PE=1 SV=2	1.70E+03
ENST00000458550	Q5JSZ5	Protein BAT2-like OS=Homo sapiens GN=BAT2L PE=1 SV=1	1.69E+03
ENST00000530401	Q9UK99	F-box only protein 3 OS=Homo sapiens GN=FBXO3 PE=2 SV=3	1.69E+03
ENST00000629980	O75683	Surfeit locus protein 6 OS=Homo sapiens GN=SURF6 PE=1 SV=3	1.69E+03
ENST00000378198	O95551	5'-tyrosyl-DNA phosphodiesterase OS=Homo sapiens GN=TTRAP PE=1 SV=1	1.69E+03
ENST00000454497	Q01804	OTU domain-containing protein 4 OS=Homo sapiens GN=OTUD4 PE=1 SV=2	1.68E+03
ENST00000263377	O60885	Bromodomain-containing protein 4 OS=Homo sapiens GN=BRD4 PE=1 SV=2	1.68E+03
ENST00000216027	Q8IWL3	Co-chaperone protein HscB, mitochondrial OS=Homo sapiens GN=HSCB PE=1 SV=3	1.68E+03
ENST00000355123	Q9NZM3	Intersectin-2 OS=Homo sapiens GN=ITSN2 PE=1 SV=2	1.68E+03
ENST00000611976	Q9UKI2	Cdc42 effector protein 3 OS=Homo sapiens GN=CDC42EP3 PE=1 SV=1	1.68E+03
ENST00000462315	Q8IXQ6	Poly [ADP-ribose] polymerase 9 OS=Homo sapiens GN=PARP9 PE=1 SV=2	1.68E+03
ENST00000335574	Q8TCT9	Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1	1.67E+03
ENST00000380617	Q9BW62	Katanin p60 ATPase-containing subunit A-like 1 OS=Homo sapiens GN=KATNAL1 PE=2 SV=1	1.67E+03
ENST00000367353	Q9Y2X9	Zinc finger protein 281 OS=Homo sapiens GN=ZNF281 PE=1 SV=1	1.67E+03
ENST00000312962	Q8N9T8	Protein KRI1 homolog OS=Homo sapiens GN=KRI1 PE=1 SV=2	1.67E+03
ENST00000344147	Q9NP64	Nucleolar protein of 40 kDa OS=Homo sapiens GN=ZCCHC17 PE=1 SV=1	1.66E+03
ENST00000428823	P57723	Poly(rC)-binding protein 4 OS=Homo sapiens GN=PCBP4 PE=2 SV=1	1.66E+03
ENST00000553532	Q9UNS1	Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=1	1.66E+03
ENST00000356860	P54289	Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1 PE=1 SV=3	1.66E+03
ENST00000256460	Q14012	Calcium/calmodulin-dependent protein kinase type 1 OS=Homo sapiens GN=CAMK1 PE=1 SV=1	1.66E+03
ENST00000487832	Q9H446	RWD domain-containing protein 1 OS=Homo sapiens GN=RWDD1 PE=1 SV=1	1.66E+03
ENST00000341446	Q8WY22	BRI3-binding protein OS=Homo sapiens GN=BRI3BP PE=1 SV=1	1.66E+03
---	Q8N1F1	Putative uncharacterized protein C17orf45, mitochondrial OS=Homo sapiens GN=C17orf45 PE=2 SV=1	1.66E+03
ENST00000356763	Q99570	Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3	1.65E+03
ENST00000513140	Q92870	Amyloid beta A4 precursor protein-binding family B member 2 OS=Homo sapiens GN=APBB2 PE=1 SV=2	1.64E+03
ENST00000361952	Q96NB3	Zinc finger protein 830 OS=Homo sapiens GN=ZNF830 PE=1 SV=1	1.64E+03
ENST00000379520	P62699	Protein yippee-like 5 OS=Homo sapiens GN=YPEL5 PE=2 SV=1	1.64E+03
ENST00000355072	P42858	Huntingtin OS=Homo sapiens GN=HTT PE=1 SV=1	1.64E+03
ENST00000522024	Q16553	Lymphocyte antigen 6E OS=Homo sapiens GN=LY6E PE=2 SV=1	1.64E+03
ENST00000540200	Q9Y2S7	Polymerase delta-interacting protein 2 OS=Homo sapiens GN=POLDIP2 PE=1 SV=1	1.63E+03
ENST00000253048	Q9UPT8	Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens GN=ZC3H4 PE=1 SV=3	1.63E+03
ENST00000370396	Q13496	Myotubularin OS=Homo sapiens GN=MTM1 PE=1 SV=2	1.63E+03
ENST00000602398	A3KN83	Protein strawberry notch homolog 1 OS=Homo sapiens GN=SBNO1 PE=1 SV=1	1.63E+03
