id,domain,uniprot,genes,details,function1,function2,invis,obsolete,species
641,5JEA,P53859,CSL4 SKI4 YNL232W N1154,,"Non-catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and cryptic unstable transcripts (CUTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cytoplasm. In the cytoplasm, the RNA exosome complex is involved in general mRNA turnover and in RNA surveillance pathways, preventing translation of aberrant mRNAs. The catalytic inactive RNA exosome core complex of 9 subunits (Exo-9) is proposed to play a pivotal role in the binding and presentation of RNA for ribonucleolysis, and to serve as a scaffold for the association with catalytic subunits and accessory proteins or complexes. {ECO:0000269|PubMed:10465791, ECO:0000269|PubMed:17173052, ECO:0000269|PubMed:19060898}.",,1,,0
642,5JEA,Q08162,DIS3 RRP44 YOL021C O2197,,"Catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and cryptic unstable transcripts (CUTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cytoplasm. In the cytoplasm, the RNA exosome complex is involved in general mRNA turnover and in RNA surveillance pathways, preventing translation of aberrant mRNAs. The catalytic inactive RNA exosome core complex of 9 subunits (Exo-9) is proposed to play a pivotal role in the binding and presentation of RNA for ribonucleolysis, and to serve as a scaffold for the association with catalytic subunits and accessory proteins or complexes. DIS3 has both 3'-5' exonuclease and endonuclease activities. The exonuclease activity of DIS3 is down-regulated upon association with Exo-9 possibly involving a conformational change in the catalytic domain and threading of the RNA substrate through the complex central channel. Structured substrates can be degraded if they have a 3' single-stranded extension sufficiently long (such as 35 nt poly(A)) to span the proposed complex inner RNA-binding path and to reach the exonuclease site provided by DIS3. Plays a role in mitotic control. {ECO:0000269|PubMed:17173052, ECO:0000269|PubMed:8896453, ECO:0000269|PubMed:9390555}.",,1,,0
643,5JH0,Q02486,ABF2 HIM1 YMR072W YM9916.11,,Specific binding to the autonomously replicating sequence 1 (ARS1). Interaction with regulatory regions: probably involved in compacting the mitochondrial genome. It might play a positive role in gene expression and replication.,,1,,0
644,5JH9,P14904,APE1 API LAP4 YSC1 YKL103C YKL455,,"Resident vacuolar enzyme that catalyzes the removal of amino acids from the N-terminus of peptides and proteins. Also acts as the major cargo protein of the cytoplasm-to-vacuole targeting (Cvt) pathway. The precursor form of aminopeptidase 1 (prApe1) assembles into dodecamers and the propeptide mediates the aggregation of dodecamers into higher multimers. The multimers are then recognized via the propeptide by their receptor ATG19, and ATG19 further interacts with ATG11, which tethers the APE1-ATG19 complex to the pre-autophagosomal structure (PAS). The cargo-receptor complex (also Cvt complex) is selectively enwrapped by a double-membrane structure termed the Cvt vesicle under vegetative growth conditions and by a similar but larger double-membrane structure termed the autophagosome under nitrogen starvation conditions. The Cvt vesicle or the autophagosome fuses with the vacuolar membrane and release its content in the vacuolar lumen. In the vacuole, prApe1 is processed into mature aminopeptidase 1 (mApe1). {ECO:0000269|PubMed:11382752, ECO:0000269|PubMed:11430817, ECO:0000269|PubMed:15138258, ECO:0000269|PubMed:22123825, ECO:0000269|PubMed:363165, ECO:0000269|PubMed:8901576, ECO:0000269|PubMed:9214379, ECO:0000269|PubMed:9412464}.",,1,,0
645,5JHE,P47103,CPR7 YJR032W J1585,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides. Plays a major role in negative regulation of the heat shock transcription factor (HSF).,,1,,0
646,5JM0,P22855,AMS1 YGL156W G1861,,Degrades free oligosaccharides in the vacuole. {ECO:0000269|PubMed:12723970}.,,1,,0
647,5JQM,O60200,MDM35 YKL053C-A,,"Involved in mitochondrial distribution and morphology. Mediates the import of UPS1, UPS2 and UPS3, 3 atypical mitochondrial intermembrane space (IMS) proteins lacking the two major IMS-targeting signals, into the intermembrane space. The UPS1:MDM35 complex mediates the transfer of phosphatidic acid (PA) between liposomes and probably functions as a PA transporter across the mitochondrion intermembrane space (PubMed:26071602, PubMed:26071601, PubMed:26235513). Phosphatidic acid import is required for cardiolipin (CL) synthesis in the mitochondrial inner membrane (PubMed:26071602). {ECO:0000269|PubMed:11907266, ECO:0000269|PubMed:20622808, ECO:0000269|PubMed:20657548, ECO:0000269|PubMed:26071601, ECO:0000269|PubMed:26071602, ECO:0000269|PubMed:26235513}.",,1,,0
648,5KC2,P22219,VPS15 GRD8 VAC4 VPL19 YBR097W YBR0825,,"Serine/threonine-protein kinase required for cytoplasm to vacuole transport (Cvt) and autophagy as a part of the autophagy-specific VPS34 PI3-kinase complex I. This complex is essential to recruit the ATG8-phosphatidylinositol conjugate and the ATG12-ATG5 conjugate to the pre-autophagosomal structure. Is also involved in endosome-to-Golgi retrograde transport as part of the VPS34 PI3-kinase complex II. This second complex is required for the endosome-to-Golgi retrieval of PEP1 and KEX2, and the recruitment of VPS5 and VPS7, two components of the retromer complex, to endosomal membranes (probably through the synthesis of a specific pool of phosphatidylinositol 3-phosphate recruiting the retromer to the endosomes). By regulating VPS34 kinase activity, VPS15 appears to be essential for the efficient delivery of soluble hydrolases to the yeast vacuole. {ECO:0000269|PubMed:11157979, ECO:0000269|PubMed:12244127, ECO:0000269|PubMed:1756716, ECO:0000269|PubMed:1988155, ECO:0000269|PubMed:3062374, ECO:0000269|PubMed:7989323, ECO:0000269|PubMed:8387919, ECO:0000269|PubMed:8509446, ECO:0000269|PubMed:8649377}.",,1,,0
649,5KCI,Q02754,YPL067C,,,,1,,0
650,5L6H,P22515,UBA1 YKL210W,,"Catalyzes the first step in ubiquitin conjugation to mark cellular proteins for degradation through the ubiquitin-proteasome system. Activates ubiquitin by first adenylating its C-terminal glycine residue with ATP, and thereafter linking this residue to the side chain of a cysteine residue in E1, yielding a ubiquitin-E1 thioester and free AMP. {ECO:0000269|PubMed:18662542, ECO:0000269|PubMed:1989885, ECO:0000269|PubMed:24816100}.",,1,,0
651,5LKB,P36156,ECM4 GTO2 YKR076W,,"Active as '1-Cys' thiol transferase against beta-hydroxyethyl disulfide (HED), as dehydroascorbate reductase and as dimethylarsinic acid reductase, while not active against the standard GST substrate 1-chloro-2,4-dinitrobenzene (CDNB). May be involved in cell wall organization and biogenesis. {ECO:0000269|PubMed:16709151}.",,1,,0
652,5LL6,Q03195,RLI1 YDR091C,,"Component of the multifactor complex (MFC) involved in translation initiation. Required for the binding of MFC to the 40S ribosome. Required for the processing and nuclear export of the 60S and 40S ribosomal subunits. {ECO:0000269|PubMed:15277527, ECO:0000269|PubMed:15660134, ECO:0000269|PubMed:15660135}.",,1,,0
653,5M1J,P39939,RPS26B YER131W,,"Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}.",,1,,0
654,5M1J,P0CX87,RPL41B RPL47B YL41B YDL133C-A YDL133BC,,"Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}.",,1,,0
655,5M52,P32639,BRR2 RSS1 SNU246 YER172C SYGP-ORF66,,"RNA helicase that plays an essential role in pre-mRNA splicing as component of the U5 snRNP and U4/U6-U5 tri-snRNP complexes. Involved in spliceosome assembly, activation and disassembly. Mediates changes in the dynamic network of RNA-RNA interactions in the spliceosome. Catalyzes the ATP-dependent unwinding of U4/U6 RNA duplices, an essential step in the assembly of a catalytically active spliceosome. {ECO:0000269|PubMed:19098916, ECO:0000269|PubMed:19525970, ECO:0000269|PubMed:19716790, ECO:0000269|PubMed:23124065}.",,1,,0
656,5MC6,P35207,SKI2 YLR398C L8084.17,,"RNA helicase component of the SKI complex involved in 3'-mRNA degradation pathway. Represses dsRNA virus propagation by specifically blocking translation of viral mRNAs, perhaps recognizing the absence of CAP or poly(A). Essential for cell growth only in the presence of M1 replicon. {ECO:0000269|PubMed:10611222, ECO:0000269|PubMed:10744028, ECO:0000269|PubMed:10922069, ECO:0000269|PubMed:11532933, ECO:0000269|PubMed:11720286, ECO:0000269|PubMed:12769863, ECO:0000269|PubMed:14671320, ECO:0000269|PubMed:363683, ECO:0000269|PubMed:6371496, ECO:0000269|PubMed:7739552, ECO:0000269|PubMed:7739557, ECO:0000269|PubMed:8321235, ECO:0000269|PubMed:9482746}.",,1,,0
657,5MP4,Q12335,PST2 YDR032C D3422 YD9673.02C,,,,1,,0
658,5MP9,P33299,RPT1 CIM5 YTA3 YKL145W,,The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250}.,,1,,0
659,5MP9,P40327,RPT2 YHS4 YTA5 YDL007W D2920,,The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). Has ATPase activity. {ECO:0000250}.,,1,,0
660,5MP9,Q01939,RPT6 CIM3 CRL3 SUG1 TBPY TBY1 YGL048C,,"The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250, ECO:0000269|PubMed:25042801}.",,1,,0
661,5MP9,P33298,RPT3 YNT1 YTA2 YDR394W D9509.14,,The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250}.,,1,,0
662,5MP9,P53549,RPT4 CRL13 PCS1 SUG2 YOR259C,,The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250}.,,1,,0
663,5MP9,P33297,RPT5 YTA1 YOR117W O3258 YOR3258W,,The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250}.,,1,,0
664,5MPD,P32565,RPN2 SEN3 YIL075C,,Acts as a regulatory subunit of the 26S proteasome which is involved in the ATP-dependent degradation of ubiquitinated proteins. {ECO:0000269|PubMed:9584156}.,,1,,0
665,5MPD,P40016,RPN3 SUN2 YER021W,,Acts as a regulatory subunit of the 26S proteasome which is involved in the ATP-dependent degradation of ubiquitinated proteins.,,1,,0
666,5MPD,O13563,RPN13 DAQ1 YLR421C,,"Component of the 19S cap proteasome complex which acts as a regulatory subunit of the 26S proteasome, involved in the ATP-dependent degradation of ubiquitinated proteins. {ECO:0000269|PubMed:11029046, ECO:0000269|PubMed:7957966}.",,1,,0
