#Proteome data from UniProt
#Taxonomy	9606-Homo sapiens
#Last modified	June 2019
Q8N6N3	ENST00000344356
Q8N6N6	ENST00000611551
Q8N6N7	ENST00000356189
Q8N6P7	ENST00000270800
Q8N6Q1	ENST00000319669
Q8N6Q3	ENST00000378012
Q8N6Q8	ENST00000248306
Q8N6R0	ENST00000361735
Q8N6R1	ENST00000379179
Q8N6S4	ENST00000262346
Q8N6S5	ENST00000326446
Q8N6T0	ENST00000360962
Q8N6T3	ENST00000353546
Q8N6T7	ENST00000305232
Q8N6U8	ENST00000367835
Q8N6V4	ENST00000374111
Q8N6V9	ENST00000352903
Q8N6W0	ENST00000292672
Q8N6Y0	ENST00000252597
Q8N6Y1	ENST00000409204
Q8N6Y2	ENST00000249377
Q8N715	ENST00000366875
Q8N720	ENST00000252713
Q8N726	ENST00000530628
Q8N729	ENST00000329610
Q8N752	ENST00000379800
Q8N755	ENST00000295083
Q8N766	ENST00000375199
Q8N769	ENST00000355883
Q8N782	ENST00000355326
Q8N7A1	ENST00000359332
Q8N7B1	ENST00000336726
Q8N7B6	ENST00000295290
Q8N7B9	ENST00000305286
Q8N7C0	ENST00000294818
Q8N7C3	ENST00000512729
Q8N7C4	ENST00000336655
Q8N7C7	ENST00000434824
Q8N7E2	ENST00000323684
Q8N7F7	ENST00000334179
Q8N7G0	ENST00000606183
Q8N7H5	ENST00000221265
Q8N7J2	ENST00000357816
Q8N7K0	ENST00000344980
Q8N7L0	ENST00000313851
Q8N7M0	ENST00000282670
Q8N7M2	ENST00000324461
Q8N7N1	ENST00000340537
Q8N7P1	ENST00000427495
Q8N7P3	ENST00000323319
Q8N7Q3	ENST00000395385
Q8N7R1	ENST00000408890
Q8N7R7	ENST00000295414
Q8N7S2	ENST00000296097
Q8N7S6	ENST00000408959
Q8N7U6	ENST00000295824
Q8N7U7	ENST00000322175
Q8N7W2	ENST00000341083
Q8N7X0	ENST00000397944
Q8N7X1	ENST00000424776
Q8N7X2	ENST00000388931
Q8N7X4	ENST00000379034
Q8N7X8	ENST00000316401
Q8N7Z2	ENST00000611085
Q8N7Z5	ENST00000274361
Q8N801	ENST00000294947
Q8N806	ENST00000013070
Q8N807	ENST00000302451
Q8N808	ENST00000297307
Q8N812	ENST00000652456
Q8N813	ENST00000624688
Q8N815	ENST00000588408
Q8N816	ENST00000622451
Q8N819	ENST00000396735
Q8N823	ENST00000319783
Q8N831	ENST00000317802
Q8N841	ENST00000393382
Q8N859	ENST00000633730
Q8N865	ENST00000283905
Q8N878	ENST00000283309
Q8N883	ENST00000270649
Q8N884	ENST00000370315
Q8N895	ENST00000318442
Q8N8A2	ENST00000282272
Q8N8A6	ENST00000397333
Q8N8A8	ENST00000332908
Q8N8B7	ENST00000380600
Q8N8C0	ENST00000358582
Q8N8D1	ENST00000204549
Q8N8D7	ENST00000523211
Q8N8E2	ENST00000323703
Q8N8E3	ENST00000317442
Q8N8F6	ENST00000332990
Q8N8F7	ENST00000312849
Q8N8G2	ENST00000326274
Q8N8I0	ENST00000314727
Q8N8J6	ENST00000376716
Q8N8J7	ENST00000309733
Q8N8K9	ENST00000337530
Q8N8L2	ENST00000323169
Q8N8L6	ENST00000310389
Q8N8M0	ENST00000300303
Q8N8N0	ENST00000312828
Q8N8N7	ENST00000267568
Q8N8Q1	ENST00000310611
Q8N8Q3	ENST00000323854
Q8N8Q8	ENST00000295890
Q8N8Q9	ENST00000337451
Q8N8R3	ENST00000359232
Q8N8R5	ENST00000319974
Q8N8R7	ENST00000282032
Q8N8S7	ENST00000366843
Q8N8U2	ENST00000570137
Q8N8U3	ENST00000321110
Q8N8U9	ENST00000297161
Q8N8V2	ENST00000294671
Q8N8V4	ENST00000311620
Q8N8W4	ENST00000312917
Q8N8X9	ENST00000369500
Q8N8Y2	ENST00000285393
Q8N8Y5	ENST00000330701
Q8N8Z3	ENST00000651923
Q8N8Z6	ENST00000296955
Q8N8Z8	ENST00000357901
Q8N907	ENST00000317060
Q8N912	ENST00000410013
Q8N944	ENST00000321420
Q8N945	ENST00000334744
Q8N954	ENST00000281932
Q8N957	ENST00000318698
Q8N960	ENST00000306467
Q8N961	ENST00000435224
Q8N966	ENST00000319374
Q8N967	ENST00000299194
Q8N972	ENST00000397732
Q8N983	ENST00000299179
Q8N987	ENST00000417640
Q8N988	ENST00000252840
Q8N998	ENST00000316398
Q8N999	ENST00000356891
Q8N9A8	ENST00000427478
Q8N9B4	ENST00000393389
Q8N9B5	ENST00000396137
Q8N9B8	ENST00000374459
Q8N9C0	ENST00000319338
Q8N9E0	ENST00000322139
Q8N9F0	ENST00000423729
Q8N9F7	ENST00000284116
Q8N9F8	ENST00000320129
Q8N9H8	ENST00000340951
Q8N9H9	ENST00000377008
Q8N9I0	ENST00000367267
Q8N9I9	ENST00000337737
Q8N9K5	ENST00000304116
Q8N9L1	ENST00000383075
Q8N9L9	ENST00000326303
Q8N9M1	ENST00000392035
Q8N9M5	ENST00000323206
Q8N9N2	ENST00000317126
Q8N9N5	ENST00000286122
Q8N9N7	ENST00000323443
Q8N9N8	ENST00000312234
Q8N9Q2	ENST00000513458
Q8N9R6	ENST00000619038
Q8N9R8	ENST00000336505
Q8N9S9	ENST00000311812
Q8N9T8	ENST00000312962
Q8N9U0	ENST00000340892
Q8N9V2	ENST00000332517
Q8N9V3	ENST00000358147
Q8N9V6	ENST00000272421
Q8N9V7	ENST00000309765
Q8N9W4	ENST00000567107
Q8N9W5	ENST00000391720
Q8N9W6	ENST00000282278
Q8N9W8	ENST00000311864
Q8N9Y4	ENST00000267594
Q8N9Z0	ENST00000321287
Q8N9Z2	ENST00000523505
Q8N9Z9	ENST00000282881
Q8NA03	ENST00000350221
Q8NA19	ENST00000400104
Q8NA23	ENST00000341761
Q8NA29	ENST00000372809
Q8NA31	ENST00000313294
Q8NA42	ENST00000352998
Q8NA47	ENST00000308208
Q8NA54	ENST00000324698
Q8NA56	ENST00000325106
Q8NA57	ENST00000298699
Q8NA58	ENST00000392167
Q8NA61	ENST00000310521
Q8NA66	ENST00000518476
Q8NA69	ENST00000361664
Q8NA70	ENST00000329357
Q8NA72	ENST00000428202
Q8NA75	ENST00000319675
Q8NA77	ENST00000333437
Q8NA82	ENST00000311269
Q8NA92	ENST00000292894
Q8NAA4	ENST00000321297
Q8NAA5	ENST00000409083
Q8NAA6	ENST00000318792
Q8NAB2	ENST00000526793
Q8NAC3	ENST00000295981
Q8NAF0	ENST00000325421
Q8NAG6	ENST00000404085
Q8NAM6	ENST00000318203
Q8NAN2	ENST00000370791
Q8NAP1	ENST00000436886
Q8NAP3	ENST00000321464
Q8NAP8	ENST00000609129
Q8NAT1	ENST00000344697
Q8NAT2	ENST00000294848
Q8NAU1	ENST00000496770
Q8NAV1	ENST00000257181
Q8NAV2	ENST00000289989
Q8NAX2	ENST00000320567
Q8NB14	ENST00000307017
Q8NB15	ENST00000359035
Q8NB16	ENST00000306247
Q8NB25	ENST00000338891
Q8NB37	ENST00000319863
Q8NB42	ENST00000436120
Q8NB46	ENST00000267116
Q8NB49	ENST00000327569
Q8NB50	ENST00000502412
Q8NB59	ENST00000367015
Q8NB66	ENST00000260323
Q8NB78	ENST00000297792
Q8NB90	ENST00000274008
Q8NB91	ENST00000324138
Q8NBA8	ENST00000510708
Q8NBB4	ENST00000282326
Q8NBC4	ENST00000360785
Q8NBD8	ENST00000357461
Q8NBE8	ENST00000272797
Q8NBF1	ENST00000312233
Q8NBF2	ENST00000369301
Q8NBF6	ENST00000318709
Q8NBH2	ENST00000423778
Q8NBI2	ENST00000294072
Q8NBI3	ENST00000294485
Q8NBI5	ENST00000352187
Q8NBI6	ENST00000310380
Q8NBJ4	ENST00000388711
Q8NBJ5	ENST00000252599
Q8NBJ7	ENST00000275607
Q8NBJ9	ENST00000324225
Q8NBK3	ENST00000272902
Q8NBL1	ENST00000295588
Q8NBL3	ENST00000281961
Q8NBM4	ENST00000376440
Q8NBM8	ENST00000274569
Q8NBN3	ENST00000307216
Q8NBN7	ENST00000396247
Q8NBP0	ENST00000366661
Q8NBP5	ENST00000258436
Q8NBP7	ENST00000302118
Q8NBQ5	ENST00000358290
Q8NBQ7	ENST00000313578
Q8NBR0	ENST00000301057
Q8NBR6	ENST00000450403
Q8NBS3	ENST00000380056
Q8NBS9	ENST00000379757
Q8NBT0	ENST00000296484
Q8NBT2	ENST00000592540
Q8NBT3	ENST00000301204
Q8NBU5	ENST00000308448
Q8NBV4	ENST00000372264
Q8NBV8	ENST00000381968
Q8NBW4	ENST00000318672
Q8NBX0	ENST00000366510
Q8NBZ0	ENST00000562441
Q8NBZ7	ENST00000283148
Q8NC01	ENST00000315330
Q8NC06	ENST00000321854
Q8NC24	ENST00000297164
Q8NC26	ENST00000315849
Q8NC42	ENST00000295317
Q8NC44	ENST00000430297
Q8NC51	ENST00000361219
Q8NC54	ENST00000231512
Q8NC56	ENST00000293760
Q8NC60	ENST00000264230
Q8NC67	ENST00000303155
Q8NC69	ENST00000355076
Q8NC74	ENST00000252998
Q8NC96	ENST00000339754
Q8NCA5	ENST00000238823
Q8NCA9	ENST00000325351
Q8NCB2	ENST00000296471
Q8NCC3	ENST00000219345
Q8NCC5	ENST00000326232
Q8NCD3	ENST00000411486
Q8NCE0	ENST00000284995
Q8NCE2	ENST00000296003
Q8NCF0	ENST00000314151
Q8NCF5	ENST00000320805
Q8NCG5	ENST00000338482
Q8NCG7	ENST00000297056
Q8NCH0	ENST00000306243
Q8NCI6	ENST00000389887
Q8NCJ5	ENST00000301463
Q8NCK3	ENST00000361807
Q8NCK7	ENST00000308009
Q8NCL4	ENST00000356317
Q8NCL8	ENST00000355445
Q8NCL9	ENST00000371149
Q8NCM2	ENST00000322893
Q8NCM8	ENST00000334267
Q8NCN2	ENST00000373452
Q8NCN4	ENST00000299563
Q8NCN5	ENST00000288050
Q8NCP5	ENST00000445008
Q8NCQ5	ENST00000419743
Q8NCQ7	ENST00000301039
Q8NCR0	ENST00000313984
Q8NCR3	ENST00000393084
Q8NCR6	ENST00000297623
Q8NCR9	ENST00000368671
Q8NCS4	ENST00000373337
Q8NCS7	ENST00000370855
Q8NCT1	ENST00000268042
Q8NCT3	ENST00000297063
Q8NCU1	ENST00000359253
Q8NCU4	ENST00000295878
Q8NCU7	ENST00000355522
Q8NCU8	ENST00000414416
Q8NCV1	ENST00000268624
Q8NCW5	ENST00000368235
Q8NCW6	ENST00000415421
Q8NCX0	ENST00000389175
Q8NCY6	ENST00000301919
Q8ND04	ENST00000300917
Q8ND07	ENST00000394009
Q8ND23	ENST00000342740
Q8ND24	ENST00000300650
Q8ND25	ENST00000320619
Q8ND30	ENST00000299492
Q8ND56	ENST00000433627
Q8ND61	ENST00000253697
Q8ND71	ENST00000307271
Q8ND76	ENST00000265375
Q8ND82	ENST00000370978
Q8ND83	ENST00000314070
Q8ND90	ENST00000316836
Q8ND94	ENST00000317449
Q8NDA2	ENST00000624552
Q8NDA8	ENST00000326134
Q8NDB2	ENST00000322953
Q8NDB6	ENST00000596733
Q8NDC0	ENST00000395468
Q8NDC4	ENST00000307450
Q8NDD1	ENST00000366649
Q8NDF8	ENST00000436909
Q8NDG6	ENST00000409874
Q8NDH2	ENST00000322527
Q8NDH3	ENST00000356091
Q8NDH6	ENST00000358299
Q8NDI1	ENST00000263991
Q8NDL9	ENST00000323064
Q8NDM7	ENST00000357060
Q8NDN9	ENST00000258646
Q8NDP4	ENST00000304030
Q8NDQ6	ENST00000316433
Q8NDT2	ENST00000563281
Q8NDV1	ENST00000328299
Q8NDV2	ENST00000284674
Q8NDV3	ENST00000357450
Q8NDV7	ENST00000315183
Q8NDW4	ENST00000357328
Q8NDW8	ENST00000431162
Q8NDX1	ENST00000245796
Q8NDX2	ENST00000323346
Q8NDX5	ENST00000494943
Q8NDX6	ENST00000416904
Q8NDX9	ENST00000375864
Q8NDY3	ENST00000356501
Q8NDY6	ENST00000370346
Q8NDY8	ENST00000310991
Q8NDZ0	ENST00000380030
Q8NDZ2	ENST00000332772
Q8NDZ4	ENST00000315691
Q8NDZ6	ENST00000296595
Q8NE00	ENST00000335464
Q8NE01	ENST00000305510
Q8NE09	ENST00000360863
Q8NE18	ENST00000316607
Q8NE22	ENST00000285947
Q8NE28	ENST00000371957
Q8NE31	ENST00000422313
Q8NE35	ENST00000265997
Q8NE62	ENST00000315251
Q8NE63	ENST00000291823
Q8NE65	ENST00000311015
Q8NE71	ENST00000326195
Q8NE79	ENST00000314641
Q8NE86	ENST00000357157
Q8NEA4	ENST00000283946
Q8NEA5	ENST00000314391
Q8NEA6	ENST00000324333
Q8NEA9	ENST00000463439
Q8NEB5	ENST00000419686
Q8NEB7	ENST00000229243
Q8NEB9	ENST00000262039
Q8NEC5	ENST00000312106
Q8NEC7	ENST00000360505
Q8NEE6	ENST00000313221
Q8NEE8	ENST00000373289
Q8NEF3	ENST00000379611
Q8NEF9	ENST00000339397
Q8NEG0	ENST00000324341
Q8NEG2	ENST00000348904
Q8NEG4	ENST00000333407
Q8NEG5	ENST00000295131
Q8NEG7	ENST00000413817
Q8NEH6	ENST00000260453
Q8NEJ0	ENST00000334679
Q8NEJ9	ENST00000397154
Q8NEK5	ENST00000336128
Q8NEK8	ENST00000308293
Q8NEL0	ENST00000261058
Q8NEL9	ENST00000323669
Q8NEM0	ENST00000344683
Q8NEM1	ENST00000309683
Q8NEM2	ENST00000303383
Q8NEM7	ENST00000350612
Q8NEM8	ENST00000275763
Q8NEN0	ENST00000368972
Q8NEN9	ENST00000334464
Q8NEP3	ENST00000378553
Q8NEP4	ENST00000321691
Q8NEP7	ENST00000368011
Q8NEP9	ENST00000334241
Q8NEQ5	ENST00000343534
Q8NEQ6	ENST00000329454
Q8NER1	ENST00000399756
Q8NER5	ENST00000243349
Q8NES3	ENST00000222725
Q8NES8	ENST00000317676
Q8NET1	ENST00000328698
Q8NET4	ENST00000465301
Q8NET5	ENST00000329021
Q8NET6	ENST00000319340
Q8NET8	ENST00000301365
Q8NEU8	ENST00000258530
Q8NEV1	ENST00000528848
Q8NEV4	ENST00000265944
Q8NEV8	ENST00000265843
Q8NEV9	ENST00000356897
Q8NEW0	ENST00000357650
Q8NEW7	ENST00000326431
Q8NEX5	ENST00000326000
Q8NEX6	ENST00000324384
Q8NEX9	ENST00000293502
Q8NEY1	ENST00000367295
Q8NEY3	ENST00000280191
Q8NEY4	ENST00000272238
Q8NEY8	ENST00000358314
Q8NEZ2	ENST00000324849
Q8NEZ3	ENST00000399820
Q8NEZ4	ENST00000262189
Q8NEZ5	ENST00000308275
Q8NF37	ENST00000283415
Q8NF50	ENST00000432829
Q8NF64	ENST00000265346
Q8NF86	ENST00000293851
Q8NF91	ENST00000367253
Q8NF99	ENST00000261333
Q8NFA0	ENST00000300896
Q8NFA2	ENST00000354249
Q8NFB2	ENST00000600449
Q8NFC6	ENST00000040738
Q8NFD2	ENST00000303941
Q8NFD5	ENST00000350026
Q8NFF2	ENST00000393265
Q8NFF5	ENST00000292180
Q8NFG4	ENST00000285071
Q8NFH3	ENST00000340413
Q8NFH4	ENST00000251074
Q8NFH5	ENST00000295119
Q8NFH8	ENST00000303843
Q8NFI3	ENST00000579016
Q8NFJ5	ENST00000014914
Q8NFJ6	ENST00000217270
Q8NFJ8	ENST00000321870
Q8NFJ9	ENST00000318312
Q8NFK1	ENST00000312891
Q8NFL0	ENST00000287590
Q8NFM4	ENST00000310677
Q8NFM7	ENST00000296318
Q8NFN8	ENST00000315843
Q8NFP0	ENST00000454782
Q8NFP4	ENST00000434837
Q8NFP7	ENST00000356450
Q8NFQ5	ENST00000349552
Q8NFQ6	ENST00000300399
Q8NFQ8	ENST00000367612
Q8NFR3	ENST00000359175
Q8NFR7	ENST00000283233
Q8NFR9	ENST00000383814
Q8NFT2	ENST00000287908
Q8NFT6	ENST00000315005
Q8NFT8	ENST00000341772
Q8NFU0	ENST00000372207
Q8NFU1	ENST00000042931
Q8NFU3	ENST00000318289
Q8NFU4	ENST00000317987
Q8NFU5	ENST00000373935
Q8NFU7	ENST00000373644
Q8NFV4	ENST00000222800
Q8NFV5	ENST00000258704
Q8NFW1	ENST00000303045
Q8NFW5	ENST00000360032
Q8NFW8	ENST00000229329
Q8NFW9	ENST00000302541
Q8NFX7	ENST00000323944
Q8NFY4	ENST00000316364
Q8NFY9	ENST00000417314
Q8NFZ0	ENST00000362091
Q8NFZ3	ENST00000339174
Q8NFZ4	ENST00000302926
Q8NFZ5	ENST00000315423
Q8NFZ6	ENST00000341702
Q8NFZ8	ENST00000222374
Q8NG04	ENST00000320442
Q8NG06	ENST00000366481
Q8NG08	ENST00000247815
Q8NG11	ENST00000372156
Q8NG27	ENST00000361478
Q8NG31	ENST00000346991
Q8NG35	ENST00000334773
Q8NG41	ENST00000333383
Q8NG48	ENST00000314742
Q8NG50	ENST00000611538
Q8NG57	ENST00000330682
Q8NG66	ENST00000356918
Q8NG68	ENST00000233336
Q8NG75	ENST00000576733
Q8NG76	ENST00000318021
Q8NG77	ENST00000317996
Q8NG78	ENST00000524943
Q8NG80	ENST00000355281
Q8NG81	ENST00000317965
Q8NG83	ENST00000456743
Q8NG84	ENST00000641852
Q8NG85	ENST00000359959
Q8NG92	ENST00000338616
Q8NG94	ENST00000252835
Q8NG95	ENST00000305444
Q8NG97	ENST00000324060
Q8NG98	ENST00000308682
Q8NG99	ENST00000641081
Q8NGA0	ENST00000541538
Q8NGA1	ENST00000429566
Q8NGA5	ENST00000322107
Q8NGA6	ENST00000308940
Q8NGA8	ENST00000318050
Q8NGB2	ENST00000319813
Q8NGB4	ENST00000319988
Q8NGB6	ENST00000614722
Q8NGB8	ENST00000332238
Q8NGB9	ENST00000328882
Q8NGC0	ENST00000641822
Q8NGC1	ENST00000357366
Q8NGC2	ENST00000408935
Q8NGC3	ENST00000542433
Q8NGC4	ENST00000303532
Q8NGC5	ENST00000540461
Q8NGC6	ENST00000641386
Q8NGC7	ENST00000315519
Q8NGC9	ENST00000315409
Q8NGD0	ENST00000315957
Q8NGD2	ENST00000298642
Q8NGD3	ENST00000315915
Q8NGD4	ENST00000285600
Q8NGD5	ENST00000305045
Q8NGE0	ENST00000310248
Q8NGE1	ENST00000394256
Q8NGE2	ENST00000321688
Q8NGE3	ENST00000309675
Q8NGE5	ENST00000326258
Q8NGE7	ENST00000305377
Q8NGE8	ENST00000329328
Q8NGE9	ENST00000311591
Q8NGF0	ENST00000345043
Q8NGF1	ENST00000624978
Q8NGF3	ENST00000357605
Q8NGF4	ENST00000544374
Q8NGF6	ENST00000395079
Q8NGF7	ENST00000357377
Q8NGF8	ENST00000309562
Q8NGF9	ENST00000624868
Q8NGG0	ENST00000301529
Q8NGG2	ENST00000313264
Q8NGG3	ENST00000303059
Q8NGG4	ENST00000313022
Q8NGG5	ENST00000279783
Q8NGG6	ENST00000306842
Q8NGG7	ENST00000642111
Q8NGG8	ENST00000354597
Q8NGH3	ENST00000317834
Q8NGH5	ENST00000316650
Q8NGH7	ENST00000332249
Q8NGH8	ENST00000641156
Q8NGH9	ENST00000316987
Q8NGI0	ENST00000317037
Q8NGI2	ENST00000317254
Q8NGI3	ENST00000317121
Q8NGI4	ENST00000313253
Q8NGI6	ENST00000530162
Q8NGI7	ENST00000307552
Q8NGI8	ENST00000313940
Q8NGI9	ENST00000302040
Q8NGJ0	ENST00000302030
Q8NGJ1	ENST00000300127
Q8NGJ2	ENST00000641796
Q8NGJ4	ENST00000321522
Q8NGJ5	ENST00000321543
Q8NGJ6	ENST00000380373
Q8NGJ7	ENST00000380371
Q8NGJ8	ENST00000322101
Q8NGJ9	ENST00000322049
Q8NGK0	ENST00000322013
Q8NGK1	ENST00000623849
Q8NGK2	ENST00000624801
Q8NGK3	ENST00000325719
Q8NGK4	ENST00000307632
Q8NGK5	ENST00000360213
Q8NGK6	ENST00000530443
Q8NGK9	ENST00000378396
Q8NGL0	ENST00000378397
Q8NGL1	ENST00000333976
Q8NGL2	ENST00000625203
Q8NGL3	ENST00000335605
Q8NGL4	ENST00000623930
Q8NGL6	ENST00000314706
Q8NGL7	ENST00000314612
Q8NGL9	ENST00000623907
Q8NGM1	ENST00000642128
Q8NGM8	ENST00000309154
Q8NGM9	ENST00000321355
Q8NGN0	ENST00000307033
Q8NGN1	ENST00000321252
Q8NGN2	ENST00000531945
Q8NGN3	ENST00000320891
Q8NGN4	ENST00000375024
Q8NGN5	ENST00000431524
Q8NGN6	ENST00000330487
Q8NGP0	ENST00000555099
Q8NGP2	ENST00000303039
Q8NGP3	ENST00000279791
Q8NGP4	ENST00000312240
Q8NGP6	ENST00000327216
Q8NGP8	ENST00000526538
Q8NGP9	ENST00000624596
Q8NGQ1	ENST00000302957
Q8NGQ2	ENST00000302622
Q8NGQ3	ENST00000302592
Q8NGQ4	ENST00000316770
Q8NGQ5	ENST00000335397
Q8NGQ6	ENST00000302610
Q8NGR1	ENST00000374401
Q8NGR2	ENST00000373684
Q8NGR3	ENST00000277309
Q8NGR4	ENST00000373680
Q8NGR5	ENST00000259466
Q8NGR6	ENST00000623530
Q8NGR8	ENST00000304865
Q8NGR9	ENST00000616791
Q8NGS0	ENST00000304880
Q8NGS1	ENST00000340750
Q8NGS2	ENST00000335302
Q8NGS3	ENST00000259357
Q8NGS4	ENST00000334726
Q8NGS5	ENST00000277216
Q8NGS6	ENST00000374781
Q8NGS7	ENST00000335040
Q8NGS8	ENST00000374779
Q8NGS9	ENST00000542196
Q8NGT0	ENST00000259362
Q8NGT1	ENST00000302681
Q8NGT2	ENST00000377981
Q8NGT5	ENST00000350513
Q8NGT7	ENST00000408949
Q8NGT9	ENST00000391496
Q8NGU2	ENST00000548136
Q8NGU9	ENST00000380007
Q8NGV0	ENST00000307832
Q8NGV5	ENST00000318763
Q8NGV6	ENST00000642105
Q8NGV7	ENST00000355273
Q8NGW1	ENST00000319423
Q8NGW6	ENST00000368144
Q8NGX0	ENST00000355784
Q8NGX1	ENST00000328782
Q8NGX2	ENST00000317450
Q8NGX3	ENST00000334438
Q8NGX5	ENST00000289451
Q8NGX6	ENST00000368152
Q8NGX8	ENST00000302617
Q8NGX9	ENST00000334632
Q8NGY0	ENST00000623167
Q8NGY1	ENST00000361284
Q8NGY2	ENST00000359610
Q8NGY3	ENST00000368146
Q8NGY5	ENST00000335094
Q8NGY6	ENST00000339258
Q8NGY9	ENST00000623922
Q8NGZ0	ENST00000318244
Q8NGZ2	ENST00000283225
Q8NGZ3	ENST00000359688
Q8NGZ4	ENST00000320002
Q8NGZ5	ENST00000320065
Q8NGZ6	ENST00000302084
Q8NGZ9	ENST00000330500
Q8NH00	ENST00000366475
Q8NH01	ENST00000625105
Q8NH02	ENST00000328570
Q8NH03	ENST00000359594
Q8NH04	ENST00000344889
Q8NH05	ENST00000331723
Q8NH07	ENST00000641517
Q8NH10	ENST00000302270
Q8NH16	ENST00000366479
Q8NH18	ENST00000312298
Q8NH19	ENST00000312345
Q8NH21	ENST00000335137
Q8NH37	ENST00000319856
Q8NH40	ENST00000320704
Q8NH41	ENST00000305051
Q8NH42	ENST00000315693
Q8NH43	ENST00000315683
Q8NH48	ENST00000309403
Q8NH49	ENST00000320048
Q8NH50	ENST00000313447
Q8NH51	ENST00000573400
Q8NH53	ENST00000317078
Q8NH54	ENST00000329564
Q8NH55	ENST00000610445
Q8NH56	ENST00000317093
Q8NH59	ENST00000300778
Q8NH60	ENST00000380370
Q8NH61	ENST00000641672
Q8NH64	ENST00000359350
Q8NH67	ENST00000312614
Q8NH69	ENST00000344514
Q8NH70	ENST00000314721
Q8NH72	ENST00000314259
Q8NH73	ENST00000312422
Q8NH74	ENST00000622207
Q8NH76	ENST00000316529
Q8NH79	ENST00000327930
Q8NH80	ENST00000318666
Q8NH81	ENST00000307002
Q8NH83	ENST00000319760
Q8NH85	ENST00000623286
Q8NH87	ENST00000312153
Q8NH90	ENST00000326855
Q8NH92	ENST00000624470
Q8NH93	ENST00000304820
Q8NH94	ENST00000373686
Q8NHA4	ENST00000316368
Q8NHB1	ENST00000329365
Q8NHB7	ENST00000332650
Q8NHB8	ENST00000427338
Q8NHC4	ENST00000334857
Q8NHC5	ENST00000357627
Q8NHC7	ENST00000317861
Q8NHC8	ENST00000355728
Q8NHE4	ENST00000425642
Q8NHG7	ENST00000354193
Q8NHG8	ENST00000323037
Q8NHH1	ENST00000321582
Q8NHH9	ENST00000378954
Q8NHJ6	ENST00000391736
Q8NHK3	ENST00000615475
Q8NHL6	ENST00000448689
Q8NHM5	ENST00000377069
Q8NHP1	ENST00000651966
Q8NHP6	ENST00000380492
Q8NHP7	ENST00000314992
Q8NHP8	ENST00000280800
Q8NHQ1	ENST00000264982
Q8NHQ8	ENST00000282884
Q8NHQ9	ENST00000238146
Q8NHR7	ENST00000340827
Q8NHR9	ENST00000313213
Q8NHS0	ENST00000319153
Q8NHS1	ENST00000291715
Q8NHS2	ENST00000307599
Q8NHS3	ENST00000296468
Q8NHS4	ENST00000401408
Q8NHS9	ENST00000268981
Q8NHU0	ENST00000597510
Q8NHU2	ENST00000245957
Q8NHU6	ENST00000355295
Q8NHV1	ENST00000313543
Q8NHV4	ENST00000266742
Q8NHV5	ENST00000331057
Q8NHV9	ENST00000217999
Q8NHW3	ENST00000333480
Q8NHW4	ENST00000610565
Q8NHW6	ENST00000319460
Q8NHX4	ENST00000424440
Q8NHX9	ENST00000294309
Q8NHY0	ENST00000300404
Q8NHY2	ENST00000308769
Q8NHY3	ENST00000604641
Q8NHY5	ENST00000380907
Q8NHY6	ENST00000301318
Q8NHZ7	ENST00000381393
Q8NHZ8	ENST00000374206
Q8NI08	ENST00000229634
Q8NI17	ENST00000297015
Q8NI22	ENST00000319466
Q8NI27	ENST00000245838
Q8NI29	ENST00000292853
Q8NI32	ENST00000409029
Q8NI35	ENST00000371158
Q8NI36	ENST00000506538
Q8NI37	ENST00000354300
Q8NI51	ENST00000243914
Q8NI60	ENST00000366777
Q8NI77	ENST00000263181
Q8NI99	ENST00000253109
Q8TA86	ENST00000297157
Q8TA94	ENST00000293725
Q8TAA1	ENST00000398008
Q8TAA3	ENST00000308268
Q8TAA5	ENST00000329271
Q8TAA9	ENST00000310260
Q8TAB3	ENST00000255531
Q8TAB5	ENST00000270815
Q8TAC1	ENST00000311364
Q8TAC2	ENST00000595669
Q8TAC9	ENST00000361900
Q8TAD2	ENST00000304920
Q8TAD4	ENST00000380860
Q8TAD7	ENST00000443585
Q8TAD8	ENST00000296215
Q8TAE6	ENST00000361131
Q8TAE7	ENST00000306078
Q8TAE8	ENST00000316939
Q8TAF3	ENST00000302313
Q8TAF7	ENST00000588268
Q8TAF8	ENST00000360215
Q8TAG5	ENST00000302287
Q8TAG6	ENST00000305454
Q8TAG9	ENST00000260762
Q8TAI7	ENST00000301068
Q8TAK5	ENST00000368918
Q8TAK6	ENST00000382348
Q8TAL5	ENST00000288462
Q8TAL6	ENST00000318627
Q8TAM1	ENST00000393262
Q8TAM2	ENST00000345383
Q8TAM6	ENST00000397283
Q8TAP4	ENST00000261169
Q8TAP6	ENST00000262127
Q8TAP8	ENST00000292330
Q8TAP9	ENST00000306984
Q8TAQ2	ENST00000267064
Q8TAQ5	ENST00000304239
Q8TAQ9	ENST00000297325
Q8TAT2	ENST00000311575
Q8TAT5	ENST00000264596
Q8TAT6	ENST00000331134
Q8TAU0	ENST00000344586
Q8TAU3	ENST00000312026
Q8TAV0	ENST00000010299
Q8TAV3	ENST00000308919
Q8TAV4	ENST00000379631
Q8TAV5	ENST00000310799
Q8TAW3	ENST00000317398
Q8TAX0	ENST00000272223
Q8TAX7	ENST00000304887
Q8TAX9	ENST00000309481
Q8TAY7	ENST00000374268
Q8TAZ6	ENST00000268595
Q8TB03	ENST00000327877
Q8TB05	ENST00000283474
