#Table S3. Evolutionary rates based on five methods of heuristic counting and maximum-likelihood approaches
#Note: See online supplementary information for the details.
#1. NG: Nei, M. and Gojobori, T. (1986)
#2. LWL: Li, W.H., et al. (1985)
#3. LPB: Li, W.H. (1993) and Pamilo, P. and Bianchi, N.O. (1993)
#4. MLWL (Modified LWL): Tzeng, Y.H., et al. (2004)
#5. MLPB (Modified LPB): Tzeng, Y.H., et al. (2004)
#6. YN: Yang, Z. and Nielsen, R. (2000)
#7. MYN (Modified YN): Zhang, Z., et al. (2006)
gene	ecoli	salmonella	dN_NG	dS_NG	dNdS_NG	dN_LWL	dS_LWL	dNdS_LWL	dN_MLWL	dS_MLWL	dNdS_MLWL	dN_LPB	dS_LPB	dNdS_LPB	dN_MLPB	dS_MLPB	dNdS_MLPB	dN_YN	dS_YN	dNdS_YN	kappa_MYN	t_MYN	S_MYN	N_MYN	dNdS_MYN	dN_MYN	dS_MYN
yfcI	b2305	STM3508	0.212027	NA	NA	0.215508	2.28003	0.0945196	0.209479	2.33811	0.0895934	0.219165	1.93874	0.113045	0.212466	1.98435	0.107071	0.192179	4.0717	0.0471988	1.60286	3.5381	232.8	643.2	0.047	0.1845	3.9275
hisP	b2306	STM2351	0.0295329	1.02937	0.0286903	0.0347419	0.911024	0.038135	0.0304443	0.826317	0.0368434	0.0339555	0.805012	0.0421802	0.0288159	0.826259	0.0348751	0.0272554	1.14746	0.0237528	1.35643	0.8355	196.1	574.9	0.0267	0.0271	1.0155
hisM	b2307	STM2352	0.0397019	1.19937	0.0331024	0.0484616	1.0621	0.045628	0.0403563	0.999075	0.0403936	0.0487604	0.956412	0.0509827	0.0396065	0.993096	0.0398819	0.0352707	1.27677	0.0276251	1.58799	1.1644	182.3	513.7	0.0252	0.0349	1.3836
hisQ	b2308	STM2353	0.0495275	0.990513	0.0500018	0.057349	0.913034	0.0628114	0.0502757	0.872069	0.0576511	0.0580269	0.80902	0.0717249	0.0498399	0.842886	0.0591301	0.0463503	1.19709	0.0387191	2.55785	1.0924	194	490	0.0408	0.0475	1.1638
hisJ	b2309	STM2354	0.00849116	1.39734	0.00607665	0.0100287	1.22527	0.00818488	0.00906382	0.971297	0.00933166	0.00972163	0.973694	0.00998428	0.00815733	0.981323	0.00831258	0.00870074	1.1559	0.00752727	3.28238	1.0053	226.7	553.3	0.0082	0.0092	1.1302
argT	b2310	STM2355	0.0453583	1.68767	0.0268763	0.0455334	1.63075	0.0279217	0.0474097	1.36882	0.0346354	0.0473303	1.29167	0.0366426	0.0465008	1.29558	0.0358918	0.0466516	1.70768	0.0273187	2.8316	1.305	225.4	554.6	0.0343	0.0476	1.3883
ubiX	b2311	STM2356	0.0604493	1.33485	0.0452855	0.0652189	1.13931	0.0572442	0.0603178	1.12156	0.0537804	0.0659791	1.06917	0.0617107	0.0603899	1.09427	0.0551871	0.0541349	2.35102	0.0230261	1.75056	1.3002	164.1	402.9	0.0404	0.0551	1.3622
purF	b2312	STM2362	0.0219236	1.07011	0.0204873	0.0232805	0.990735	0.0234982	0.0230163	0.813872	0.02828	0.0242855	0.829683	0.0292708	0.0226445	0.836784	0.0270614	0.0201606	1.19095	0.0169281	2.5063	0.8733	394.9	1120.1	0.0189	0.0201	1.0599
cvpA	b2313	STM2363	0.0193925	0.624344	0.0310606	0.0217318	0.625686	0.0347328	0.0206979	0.499269	0.0414564	0.0223539	0.505073	0.0442587	0.0198117	0.512968	0.0386218	0.0212878	0.488019	0.0436209	2.99281	0.5128	142	344	0.0398	0.0213	0.5336
dedD	b2314	STM2364	0.074978	1.20367	0.0622909	0.0791244	1.12885	0.0700932	0.0741288	1.14779	0.0645841	0.0779196	1.01874	0.0764863	0.0730402	1.03888	0.0703069	0.0709914	1.92137	0.0369483	0.78346	3.0487	160.1	451.9	0.0187	0.0689	3.6892
folC	b2315	STM2365	0.0885872	1.03665	0.0854553	0.0904549	0.983251	0.0919957	0.0865795	0.985682	0.0878372	0.0907155	0.88833	0.102119	0.086412	0.908092	0.0951577	0.0826821	1.2008	0.0688561	1.79699	1.1373	356	910	0.0746	0.0845	1.1321
accD	b2316	STM2366	0.0138893	0.742799	0.0186986	0.0155377	0.728291	0.0213344	0.0147542	0.595889	0.0247599	0.0158515	0.592253	0.0267647	0.0141316	0.598487	0.0236122	0.0121923	0.737006	0.016543	4.02719	0.6182	261.2	650.8	0.018	0.0124	0.6885
dedA	b2317	STM2367	0.0153598	1.21575	0.0126341	0.0212035	1.07566	0.0197121	0.0165598	0.858408	0.0192913	0.0218176	0.848536	0.025712	0.0161322	0.876451	0.0184062	0.0156858	1.00788	0.0155631	4.81374	1.1275	200.9	456.1	0.0133	0.0159	1.1928
truA	b2318	STM2368	0.0212771	0.855495	0.0248711	0.0224848	0.801185	0.0280644	0.0222107	0.673014	0.0330018	0.0229273	0.67217	0.0341094	0.0213936	0.678081	0.0315502	0.0204902	0.907017	0.0225908	3.14527	0.6794	227	583	0.0282	0.0212	0.7534
usg	b2319	STM2369	0.0603112	1.20639	0.0499932	0.0648029	1.15158	0.056273	0.0621764	1.04891	0.0592773	0.0646064	0.950718	0.0679554	0.05992	0.969696	0.0617926	0.0625152	1.02776	0.0608268	2.33168	1.1496	301.3	709.7	0.0552	0.0628	1.1378
pdxB	b2320	STM2370	0.0696297	1.09031	0.0638626	0.0706077	1.01866	0.0693145	0.070748	0.939474	0.075306	0.0716392	0.877986	0.081595	0.0696095	0.885275	0.0786304	0.0654329	1.21813	0.053716	2.2543	1.0922	330	804	0.0608	0.0663	1.0897
flk	b2321	STM2371	0.271408	1.53849	0.176412	0.269304	1.50157	0.179348	0.268085	1.48492	0.180538	0.271105	1.33434	0.203175	0.26803	1.34583	0.199156	0.262808	1.4668	0.179171	1.60152	2.369	246.1	641.9	0.1291	0.2752	2.1313
yfcJ	b2322	STM2372	0.0647952	1.51146	0.0428692	0.0650858	1.42328	0.0457296	0.0643933	1.39135	0.0462813	0.0666954	1.30295	0.0511881	0.0654177	1.3084	0.0499983	0.0583772	1.33372	0.0437702	2.8283	1.8894	373.2	784.8	0.0322	0.0589	1.8304
fabB	b2323	STM2378	0.016716	0.601395	0.0277954	0.0165706	0.617209	0.0268476	0.0170824	0.554925	0.0307833	0.0167106	0.545253	0.0306474	0.0166217	0.545531	0.0304689	0.0148117	0.613792	0.0241314	2.38393	0.5253	333.5	878.5	0.0253	0.0151	0.5966
mnmC	b2324	STM2379	0.262796	0.51119	0.514088	0.263113	0.524826	0.501335	0.264816	0.50843	0.52085	0.277959	0.448558	0.619672	0.274486	0.458788	0.598286	0.273731	0.467169	0.585934	2.62649	1.0111	564	1320	0.614	0.2837	0.462
yfcL	b2325	STM2380	0.0804904	1.11252	0.0723495	0.0795234	1.10134	0.0722063	0.08441	0.906051	0.0931625	0.0797352	0.808591	0.0986101	0.0797352	0.808591	0.0986101	0.0737105	2.49601	0.0295314	2.53276	1.0296	75.6	194.4	0.077	0.0788	1.0229
epmC	b2326	STM2381	0.0409013	0.787898	0.0519119	0.0401871	0.763384	0.0526434	0.0424472	0.631798	0.0671849	0.0403914	0.627706	0.0643477	0.0403914	0.627706	0.0643477	0.0396829	0.876977	0.0452496	1.93076	0.6097	139	407	0.06	0.0407	0.6792
yfcA	b2327	STM2382	0.053292	1.51663	0.0351385	0.0523672	1.29825	0.0403369	0.0540748	1.18009	0.0458228	0.0537491	1.15093	0.0467005	0.053632	1.15093	0.0465988	0.0493005	1.35181	0.03647	2.22869	1.4405	227.2	579.8	0.0321	0.0506	1.5765
mepA	b2328	STM2383	0.209622	0.203271	1.03124	0.20331	0.231213	0.879318	0.206051	0.223018	0.923919	0.214956	0.201028	1.06928	0.213036	0.205809	1.03512	0.231493	0.166793	1.3879	3.00739	0.6494	249	522	1.3799	0.2376	0.1722
aroC	b2329	STM2384	0.0287539	0.921506	0.0312032	0.0287172	0.910703	0.031533	0.0292881	0.828487	0.0353513	0.0284915	0.802942	0.0354839	0.0281793	0.80448	0.035028	0.0252426	1.19008	0.0212109	2.32982	0.8104	287.9	795.1	0.0273	0.0258	0.9449
prmB	b2330	STM2385	0.030143	0.948522	0.0317789	0.0295923	0.896302	0.033016	0.0313498	0.748647	0.0418753	0.0296479	0.746734	0.0397034	0.0296479	0.746734	0.0397034	0.0262162	1.42255	0.018429	2.17838	0.7286	249.3	680.7	0.0329	0.0273	0.8314
smrB	b2331	STM2386	0.0450711	1.67517	0.0269055	0.0456867	1.30243	0.035078	0.0483905	1.0079	0.0480114	0.047303	1.00504	0.0470659	0.0460594	1.01136	0.0455418	0.0373719	1.23062	0.0303684	2.87721	1.2158	135.3	359.7	0.0274	0.0379	1.3822
yfcO	b2332	STM0201	0.75433	1.06545	0.707989	0.73785	1.2125	0.608535	0.728102	1.26953	0.57352	0.750982	1.05451	0.712164	0.747594	1.06529	0.701776	0.752451	1.34993	0.5574	1.52656	2.6578	123.5	380.5	0.7057	0.8038	1.1391
yfcP	b2333	STM0200	0.646227	0.714514	0.90443	0.667062	0.717284	0.929983	0.655611	0.763847	0.858301	0.697989	0.651279	1.07172	0.680712	0.697521	0.975902	0.67926	0.653871	1.03883	1.91276	2.1987	113.8	279.2	1.1317	0.7584	0.6702
yfcQ	b2334	STM0199	0.780993	0.437565	1.78486	0.820052	0.511845	1.60215	0.831101	0.499354	1.66435	0.890732	0.439931	2.02471	0.883124	0.455244	1.93989	0.879565	0.358553	2.4531	3.21041	2.5329	90.1	239.9	3.2331	1.0406	0.3219
yfcR	b2335	STM0198	0.628086	0.719715	0.872687	0.624044	0.925054	0.674603	0.63524	0.860205	0.738475	0.661319	0.755433	0.875416	0.655126	0.749062	0.874595	0.666623	0.702096	0.949476	3.02464	2.4302	100.8	244.2	1.0084	0.8121	0.8053
yfcS	b2336	STM0197	0.531562	0.369147	1.43997	0.534781	0.394558	1.35539	0.536129	0.397023	1.35037	0.563021	0.352755	1.59607	0.557471	0.365228	1.52636	0.589576	0.30082	1.9599	2.26063	1.5629	182.4	420.6	2.0125	0.6145	0.3053
yfcV	b2339	STM0195	0.570548	1.3134	0.434405	0.565775	1.40116	0.40379	0.565778	1.3909	0.406771	0.58251	1.2224	0.476531	0.578526	1.23752	0.467488	0.609383	1.20738	0.504716	1.41352	2.5781	131.7	363.3	0.4117	0.6227	1.5124
sixA	b2340	STM2387	0.0636604	0.822151	0.0774315	0.0637437	0.816626	0.0780573	0.0653494	0.749456	0.0871959	0.0649053	0.707228	0.0917741	0.0646527	0.708305	0.0912781	0.0575833	0.842042	0.0683852	2.29792	0.8357	139.1	343.9	0.0716	0.0589	0.8218
fadJ	b2341	STM2388	0.0865433	1.73041	0.050013	0.0880113	1.40731	0.0625389	0.0857182	1.35808	0.0631173	0.0894008	1.2755	0.0700909	0.0857365	1.29538	0.0661861	0.0803334	1.49851	0.053609	1.82406	1.4831	600.2	1541.8	0.052	0.081	1.5563
fadI	b2342	STM2389	0.0448249	1.58512	0.0282785	0.0482715	1.32829	0.036341	0.0450367	1.28932	0.0349307	0.0489579	1.22599	0.0399335	0.0452317	1.2434	0.0363774	0.0405632	1.55077	0.0261568	2.15422	1.4738	398.3	909.7	0.0271	0.0412	1.5193
yfcZ	b2343	STM2390	0.0330666	1.04566	0.0316228	0.0325838	0.998029	0.0326482	0.0351712	0.792558	0.0443769	0.0338094	0.780464	0.0433197	0.0338094	0.780464	0.0433197	0.034622	1.08128	0.0320194	3.5953	0.8096	83.4	198.6	0.0439	0.0362	0.8265
fadL	b2344	STM2391	0.0298489	0.843847	0.0353724	0.0299394	0.800931	0.0373808	0.0307888	0.695342	0.0442787	0.0304468	0.691415	0.0440355	0.0299497	0.693304	0.0431985	0.028469	0.916791	0.0310529	1.83467	0.6422	317.6	933.4	0.0385	0.0291	0.7575
mlaA	b2346	STM2392	0.0374674	0.948068	0.0395197	0.040035	0.915225	0.0437434	0.0399294	0.774379	0.0515631	0.0412524	0.745998	0.0552983	0.0388171	0.75768	0.0512315	0.0335629	0.789469	0.0425132	3.05791	0.805	203.2	549.8	0.0354	0.0321	0.9076
yfdC	b2347	STM2393	0.0866882	1.75305	0.0494498	0.0919766	1.41812	0.0648581	0.0873851	1.3541	0.0645339	0.0925627	1.21966	0.0758925	0.0859949	1.25817	0.0683492	0.0770991	1.48483	0.0519244	1.36691	1.4842	246.6	677.4	0.0463	0.0761	1.6448
gtrA	b2350	STM0559	0.143015	2.1899	0.0653067	0.145956	1.6446	0.0887488	0.142818	1.61139	0.0886301	0.148294	1.63776	0.090547	0.143089	1.66556	0.0859108	0.127692	1.84736	0.0691213	1.59392	50	96.7	263.3	0.002	0.1204	61.7106
gtrB	b2351	STM0558	0.079933	NA	NA	0.106837	0.78928	0.13536	0.079547	1.20396	0.0660713	0.107256	0.492129	0.217944	0.0805029	0.800337	0.100586	0.0594444	4.06051	0.0146396	2.0047	10.3396	231.2	674.8	0.0045	0.0598	13.3308
yfdK	b2354	STM2233	0.493021	0.296601	1.66224	0.486729	0.321566	1.51362	0.477419	0.352813	1.35318	0.503859	0.287983	1.74961	0.495368	0.305344	1.62233	0.525326	0.253941	2.06869	1.60085	1.3911	77.3	216.7	2.103	0.5378	0.2558
dsdC	b2364	STM3800	0.232798	0.447107	0.520675	0.233934	0.472288	0.495322	0.243725	0.41358	0.589304	0.253675	0.382938	0.662443	0.251315	0.389633	0.645004	0.254893	0.370175	0.688576	3.62099	0.8845	195.8	464.2	0.6892	0.2601	0.3773
dsdX	b2365	STM3801	0.0425187	1.51244	0.0281126	0.0449432	1.34256	0.0334757	0.0421919	1.29679	0.0325356	0.0461551	1.26278	0.0365505	0.042738	1.27728	0.0334602	0.0350223	1.50269	0.0233064	1.9662	1.8084	396.4	938.6	0.0177	0.0345	1.9483
dsdA	b2366	STM3802	0.0664434	2.2832	0.029101	0.0667249	1.67062	0.0399401	0.0680648	1.49104	0.0456492	0.0687022	1.39924	0.0490997	0.0674067	1.40766	0.0478858	0.065153	1.33374	0.0488499	2.51309	1.5695	393.5	923.5	0.0416	0.0664	1.595
yfdX	b2375	STM3030	0.447536	NA	NA	0.459469	0.841503	0.54601	0.436747	1.21527	0.359384	0.466592	0.535641	0.87109	0.442501	0.788646	0.561089	0.435088	3.62385	0.120063	1.68067	6.1102	135.2	395.8	0.0696	0.4628	6.6454
yfdY	b2377	STM2400	0.225595	1.90544	0.118395	0.232924	0.315953	0.737213	0.227591	0.339977	0.669431	0.232654	0.209319	1.11148	0.224119	0.234061	0.957524	0.221282	1.47486	0.150035	1.15588	2.7467	64.7	175.3	0.0772	0.2168	2.8091
lpxP	b2378	STM2401	0.0627195	1.41046	0.0444676	0.0631129	1.23746	0.0510021	0.0624284	1.19077	0.052427	0.062575	1.09105	0.0573529	0.0610727	1.10065	0.055488	0.0513388	1.64475	0.0312136	1.54241	1.1234	238.7	673.3	0.0411	0.0527	1.2823
alaC	b2379	STM2402	0.0262434	1.40664	0.0186569	0.0292474	1.23416	0.0236982	0.0272675	1.06981	0.0254881	0.0294244	1.02353	0.028748	0.0261978	1.0453	0.0250624	0.0234118	2.71961	0.00860852	3.07574	1.0862	350	886	0.0198	0.0242	1.2175
glk	b2388	STM2403	0.0443617	1.11367	0.0398338	0.0462019	1.05442	0.0438172	0.0446481	1.00063	0.0446201	0.0474178	0.991401	0.0478291	0.0451427	0.999988	0.0451432	0.0329582	1.10666	0.0297817	1.50055	1.053	261.6	701.4	0.0269	0.0325	1.2052
yfeO	b2389	STM2404	0.137121	1.68347	0.0814514	0.146231	1.55803	0.0938562	0.137405	1.65925	0.0828111	0.15098	1.36763	0.110395	0.1399	1.50931	0.0926911	0.131307	1.53412	0.0855908	2.75368	2.4027	401.2	822.8	0.0614	0.1333	2.1703
ypeC	b2390	STM2407	0.047038	0.992704	0.0473837	0.0506012	0.910103	0.0555994	0.0501162	0.704222	0.0711654	0.0530304	0.667928	0.0793955	0.0483258	0.690678	0.0699686	0.0497546	0.779204	0.063853	3.21934	0.8101	93.1	230.9	0.0625	0.0508	0.8139
mntH	b2392	STM2408	0.0418818	1.17607	0.0356117	0.0421191	1.0642	0.0395781	0.0422119	0.987957	0.0427265	0.0439441	0.984344	0.0446431	0.0428265	0.988703	0.0433158	0.0362882	1.34509	0.0269782	2.65082	1.2121	357.2	878.8	0.0283	0.037	1.307
nupC	b2393	STM2409	0.0112017	0.851429	0.0131563	0.01155	0.873048	0.0132296	0.0118348	0.710881	0.0166481	0.0120985	0.71555	0.0169079	0.0115778	0.717376	0.0161391	0.00970336	0.707506	0.0137149	4.28771	0.8274	362.3	837.7	0.011	0.0098	0.8908
yfeA	b2395	STM2410	0.219531	2.48724	0.0882628	0.220822	1.7317	0.127518	0.21816	1.70394	0.128033	0.228313	1.47401	0.154892	0.222546	1.51339	0.147052	0.218833	1.4452	0.151421	2.07742	2.2546	591.9	1580.1	0.0978	0.214	2.1867
yfeC	b2398	STM2413	0.116781	0.987395	0.118272	0.121618	1.00428	0.121099	0.12382	0.867701	0.142699	0.131424	0.843143	0.155874	0.126859	0.858947	0.147691	0.125411	0.726842	0.172543	3.98641	1.1072	103.3	235.7	0.1313	0.1223	0.9318
yfeD	b2399	STM2414	0.217013	2.00405	0.108287	0.212152	0.442999	0.4789	0.211586	0.443151	0.477458	0.220098	0.268829	0.818731	0.217967	0.276643	0.787902	0.212795	1.49673	0.142173	1.94473	2.04	103.6	286.4	0.1064	0.2104	1.9783
gltX	b2400	STM2415	0.0279228	0.891088	0.0313356	0.0274478	0.851749	0.0322252	0.029613	0.673866	0.0439449	0.0281716	0.675984	0.041675	0.0281716	0.675984	0.041675	0.0266948	1.15604	0.0230916	2.94369	0.6813	369.4	1040.6	0.0353	0.0278	0.7886
xapR	b2405	STM2420	0.124704	NA	NA	0.127881	0.554457	0.230642	0.125379	0.558622	0.224444	0.133143	0.361345	0.368465	0.128584	0.385176	0.333833	0.116301	1.91573	0.0607084	2.14141	2.1709	260.5	621.5	0.0527	0.1147	2.1766
xapB	b2406	STM2421	0.0761759	1.83174	0.0415866	0.0782853	1.42909	0.0547797	0.0761194	1.38931	0.0547893	0.078831	1.29537	0.0608562	0.0756359	1.31527	0.057506	0.0689735	1.55961	0.0442249	1.49516	1.8307	339.8	914.2	0.0328	0.0679	2.0693
xapA	b2407	STM2422	0.0852604	2.23821	0.0380932	0.0878692	1.65393	0.0531275	0.0855726	1.62498	0.0526609	0.0894847	1.50967	0.0592745	0.0862883	1.53685	0.0561463	0.0770326	1.60363	0.0480365	1.97843	2.0728	239.8	591.2	0.0349	0.0769	2.2049
yfeN	b2408	STM2423	0.17422	1.03768	0.167893	0.173753	0.969378	0.179241	0.171388	0.96871	0.176924	0.179154	0.887307	0.201908	0.175905	0.901368	0.195153	0.172014	1.16523	0.147622	1.70308	1.093	158.8	477.2	0.1894	0.1761	0.9298
yfeR	b2409	STM2424	0.15801	2.09747	0.0753337	0.158913	1.6108	0.0986551	0.158595	1.53562	0.103278	0.15892	1.43089	0.111064	0.155017	1.45463	0.106568	0.131651	3.13438	0.0420023	1.225	50	251.3	672.7	0.0021	0.1302	60.9411
yfeH	b2410	STM2425	0.0589259	1.28378	0.0459001	0.0599655	1.13788	0.0526995	0.060063	1.01916	0.0589339	0.0624095	0.985589	0.0633221	0.0601335	0.997964	0.0602561	0.0549374	1.65654	0.0331639	3.18282	1.3853	288.7	707.3	0.039	0.0567	1.4541
ligA	b2411	STM2427	0.0404636	1.09776	0.0368602	0.0417279	1.01858	0.0409667	0.0404634	0.971829	0.0416363	0.0424608	0.950221	0.0446852	0.0405757	0.957009	0.0423985	0.0389112	1.04784	0.0371346	1.82189	1.0412	571.1	1441.9	0.0346	0.039	1.1251
zipA	b2412	STM2428	0.0773823	0.690632	0.112046	0.0767685	0.688664	0.111475	0.0780238	0.642367	0.121463	0.074378	0.586089	0.126905	0.0739014	0.587496	0.125791	0.071767	1.00888	0.0711351	1.46237	0.7023	235.3	658.7	0.1108	0.0752	0.6789
cysZ	b2413	STM2429	0.0621575	1.60308	0.0387737	0.0649287	1.39292	0.0466135	0.0645227	1.20685	0.0534637	0.0672541	1.12683	0.0596842	0.0635865	1.15012	0.0552869	0.0552644	1.60507	0.0344311	2.93028	1.2773	220.6	538.4	0.0416	0.0554	1.3299
cysK	b2414	STM2430	0.0146263	0.907812	0.0161116	0.0156975	0.875144	0.017937	0.0151064	0.755397	0.019998	0.0157828	0.75739	0.0208384	0.0145045	0.762222	0.0190293	0.0125881	1.15403	0.0109079	2.27882	0.7278	272.6	696.4	0.0159	0.0132	0.8289
ptsH	b2415	STM2431	NA	0.217762	0	NA	0.229279	0	NA	0.179644	0	NA	0.188715	0	NA	0.188715	0	NA	0.176336	0	3.4088	0.1669	76.9	178.1	0.001	2.00E-04	0.184
ptsI	b2416	STM2432	0.0163043	0.369515	0.0441235	0.0159769	0.392814	0.040673	0.0169432	0.328869	0.0515197	0.0157163	0.327222	0.0480295	0.0157163	0.327222	0.0480295	0.0155718	0.37009	0.0420755	2.03051	0.3195	418.9	1075.1	0.0475	0.0161	0.3385
crr	b2417	STM2433	0.0078446	0.372717	0.021047	0.00767313	0.391364	0.0196061	0.00858559	0.285842	0.0300361	0.0084713	0.301436	0.0281031	0.0084713	0.301436	0.0281031	0.00849394	0.304848	0.0278629	3.86397	0.3102	155.7	351.3	0.0272	0.0086	0.3173
pdxK	b2418	STM2435	0.250634	1.82871	0.137055	0.253979	1.605	0.158242	0.248707	1.62085	0.153443	0.255257	1.45102	0.175916	0.24828	1.49287	0.16631	0.239778	1.70161	0.140912	1.26437	50	204.5	599.5	0.0034	0.2233	64.8813
yfeK	b2419	STM2438	0.0854149	NA	NA	0.0837652	0.869576	0.0963288	0.0893473	0.716892	0.124631	0.0873595	0.553593	0.157805	0.0873595	0.553593	0.157805	0.0859879	1.66469	0.0516541	3.75431	2.2094	94.1	232.9	0.0383	0.0896	2.3379
cysM	b2421	STM2440	0.0383391	0.880715	0.0435317	0.0408364	0.843281	0.0484256	0.0385267	0.802264	0.0480225	0.0413116	0.77339	0.0534162	0.0382863	0.783952	0.0488376	0.0347334	0.914581	0.0379774	1.86815	0.8113	242.3	666.7	0.0375	0.0345	0.9196
cysA	b2422	STM2441	0.0366118	0.725711	0.0504495	0.0362134	0.714114	0.050711	0.0370207	0.668942	0.0553423	0.0352048	0.630157	0.0558667	0.0352048	0.630157	0.0558667	0.0345138	0.912626	0.0378182	2.0193	0.6973	301.1	787.9	0.0476	0.0356	0.7476
cysW	b2423	STM2442	0.0138924	0.647071	0.0214696	0.0136619	0.644736	0.0211899	0.0148936	0.509916	0.0292079	0.013858	0.515774	0.0268683	0.013858	0.515774	0.0268683	0.011118	0.708561	0.015691	4.80658	0.6571	246.7	626.3	0.0155	0.0116	0.7458
cysU	b2424	STM2443	0.0293166	0.763543	0.0383954	0.0293092	0.733223	0.0399731	0.0285505	0.730327	0.0390928	0.0291858	0.706502	0.0413103	0.0283958	0.709087	0.0400457	0.0254092	0.986674	0.0257524	1.55946	0.8282	234.2	596.8	0.0284	0.0259	0.9134
cysP	b2425	STM2444	0.0323595	0.778984	0.0415406	0.0333265	0.744734	0.0447495	0.0341598	0.616115	0.0554438	0.0346796	0.61805	0.0561113	0.0334109	0.623069	0.0536231	0.0316692	0.771236	0.0410629	2.70654	0.6384	251.3	762.7	0.0415	0.0316	0.7626
ucpA	b2426	STM2445	0.0605505	1.45513	0.0416116	0.0615612	1.29906	0.0473889	0.0606871	1.25138	0.048496	0.0621447	1.18139	0.0526032	0.0603633	1.19051	0.0507039	0.0482917	1.71114	0.0282219	2.04416	1.8624	228.2	560.8	0.0239	0.0485	2.0268
murQ	b2428	STM2571	0.623337	0.365183	1.70692	0.600537	0.428452	1.40164	0.584317	0.471027	1.24052	0.611389	0.42789	1.42885	0.607745	0.435168	1.39658	0.703658	0.281037	2.5038	1.14562	1.906	222.9	551.1	2.6526	0.7742	0.2919
murP	b2429	STM2570	0.540384	0.938413	0.575849	0.529192	1.01437	0.521694	0.523178	1.04402	0.501119	0.543816	1.01848	0.533949	0.540859	1.0243	0.528027	0.56462	0.843383	0.669471	1.70533	2.2707	349.9	829.1	0.4775	0.5714	1.1965
yfeW	b2430	STM2478	0.200648	2.30085	0.087206	0.201509	1.67228	0.120499	0.200293	1.6079	0.124568	0.207404	1.64474	0.126101	0.202299	1.67569	0.120726	0.191073	2.12007	0.0901262	1.6573	2.1978	321.5	950.5	0.0807	0.1889	2.3399
yfeX	b2431	STM2446	0.031807	1.08716	0.0292569	0.0311134	1.0316	0.0301604	0.0341116	0.806393	0.0423014	0.0319821	0.785958	0.0406919	0.0321187	0.784726	0.0409298	0.0302835	1.10648	0.0273691	4.48565	0.8851	260.8	636.2	0.0333	0.0313	0.9385
yfeY	b2432	STM2447	0.132029	1.37079	0.0963159	0.130219	1.21374	0.107287	0.131323	1.17822	0.111459	0.132895	1.08318	0.122689	0.132895	1.08318	0.122689	0.126274	1.37877	0.0915844	1.62498	1.3113	145	428	0.0966	0.1298	1.3437
yfeZ	b2433	STM2448	0.178403	1.48743	0.119941	0.176495	1.42857	0.123547	0.183062	1.29113	0.141784	0.183035	1.13318	0.161524	0.183035	1.13318	0.161524	0.189468	1.17734	0.160929	3.27246	1.7863	146.3	300.7	0.1322	0.1892	1.4309
amiA	b2435	STM2450	0.0420178	1.1999	0.0350179	0.0422138	1.06848	0.0395083	0.0424108	0.996003	0.042581	0.0445633	1.03544	0.043038	0.0437085	1.0384	0.0420923	0.040911	0.961488	0.0425497	1.76109	0.9593	232.2	634.8	0.0364	0.0395	1.0861
hemF	b2436	STM2451	0.0581933	1.17512	0.0495213	0.0585706	1.09968	0.0532617	0.061212	0.921639	0.0664165	0.0598982	0.867816	0.0690218	0.0591316	0.871359	0.0678613	0.0561854	1.02011	0.0550778	2.73454	0.9803	248.8	645.2	0.0538	0.0554	1.0304
eutR	b2437	STM2454	0.0448813	1.14781	0.0391016	0.0461794	1.00527	0.0459371	0.0455736	0.886782	0.0513922	0.0461691	0.866365	0.0532906	0.0437209	0.877687	0.0498138	0.040591	2.10622	0.019272	1.8012	0.8974	264.2	785.8	0.039	0.0415	1.0653
eutK	b2438	STM2455	0.11377	0.925536	0.122923	0.114756	0.921045	0.124594	0.115287	0.869703	0.132559	0.115801	0.762983	0.151774	0.113505	0.774422	0.146568	0.111377	0.976544	0.114052	2.63762	1.0794	150.8	335.2	0.1314	0.1179	0.8973
eutL	b2439	STM2456	0.0295356	1.20245	0.0245628	0.031264	1.08836	0.0287258	0.0293755	1.07365	0.0273605	0.0323748	1.05295	0.0307467	0.0303676	1.06137	0.0286115	0.0320702	0.869508	0.0368832	2.21944	1.2751	210.6	446.4	0.0258	0.0324	1.2573
eutC	b2440	STM2457	0.0273467	0.889561	0.0307418	0.0273183	0.909936	0.0300222	0.0280726	0.808938	0.034703	0.0280777	0.786406	0.0357038	0.0276916	0.787694	0.0351552	0.0254562	0.862885	0.0295013	2.93096	0.8165	243.9	602.1	0.0292	0.0257	0.8806
eutB	b2441	STM2458	0.0156305	0.559415	0.0279407	0.0156051	0.560084	0.027862	0.016324	0.466577	0.0349867	0.0154623	0.471174	0.0328164	0.0152353	0.471914	0.0322841	0.0113746	0.83795	0.0135743	2.59291	0.4519	311.8	1047.2	0.0191	0.0118	0.617
yffS	b2450	STM1103	0.734984	0.836311	0.87884	0.705852	0.995439	0.709086	0.704165	0.994149	0.70831	0.732602	0.879238	0.833223	0.72966	0.869676	0.839002	0.753353	0.87606	0.859933	1.69511	2.5035	138.2	404.8	0.9667	0.8272	0.8557
